TABLE_NAME,TABLE_SCORE,COLUMN_NAME,COLUMN_SCORE,MODEL,DATABASE_NAME
stock,N1,quantity,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,device
document types,N1,document type code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
document types,N1,document description,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
documents,N1,document id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
documents,N1,document type code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
documents,N1,grant id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
documents,N1,sent date,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
documents,N1,response received date,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
documents,N1,other details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
grants,N1,grant id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
grants,N1,organisation id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
grants,N1,grant amount,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
grants,N1,grant start date,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
grants,N1,grant end date,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
grants,N1,other details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
organisation types,N1,organisation type,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
organisation types,N1,organisation type description,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
organisations,N1,organisation id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
organisations,N1,organisation type,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
organisations,N1,organisation details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
project outcomes,N1,project id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
project outcomes,N1,outcome code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
project outcomes,N1,outcome details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
project staff,N1,staff id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
project staff,N1,project id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
project staff,N1,role code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
project staff,N1,date from,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
project staff,N1,date to,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
project staff,N1,other details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
projects,N1,project id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
projects,N1,organisation id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
projects,N1,project details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
research outcomes,N1,outcome code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
research outcomes,N1,outcome description,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
research staff,N1,staff id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
research staff,N1,employer organisation id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
research staff,N1,staff details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
staff roles,N1,role code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
staff roles,N1,role description,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
tasks,N1,task id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
tasks,N1,project id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
tasks,N1,task details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
tasks,N1,eg agree objectives,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_grants_for_research
employee,N1,employee id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,employee_hire_evaluation
employee,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,employee_hire_evaluation
employee,N1,age,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,employee_hire_evaluation
employee,N1,city,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,employee_hire_evaluation
shop,N3,shop id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,employee_hire_evaluation
shop,N3,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,employee_hire_evaluation
shop,N3,location,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,employee_hire_evaluation
shop,N3,district,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,employee_hire_evaluation
shop,N3,number products,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,employee_hire_evaluation
shop,N3,manager name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,employee_hire_evaluation
hiring,N1,shop id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,employee_hire_evaluation
hiring,N1,employee id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,employee_hire_evaluation
hiring,N1,start from,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,employee_hire_evaluation
hiring,N1,is full time,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,employee_hire_evaluation
evaluation,N2,employee id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,employee_hire_evaluation
evaluation,N2,year awarded,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,employee_hire_evaluation
evaluation,N2,bonus,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,employee_hire_evaluation
movie,N1,movie id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,movie_1
movie,N1,title,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,movie_1
movie,N1,year,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,movie_1
movie,N1,director,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,movie_1
reviewer,N1,reviewer id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,movie_1
reviewer,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,movie_1
rating,N1,reviewer id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,movie_1
rating,N1,movie id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,movie_1
rating,N1,rating stars,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,movie_1
rating,N1,rating date,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,movie_1
high schooler,N1,id,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,network_1
high schooler,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,network_1
high schooler,N1,grade,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,network_1
friend,N1,student id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,network_1
friend,N1,friend id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,network_1
likes,N1,student id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,network_1
likes,N1,liked id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,network_1
poker player,N1,poker player id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,poker_player
poker player,N1,people id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,poker_player
poker player,N1,final table made,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,poker_player
poker player,N1,best finish,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,poker_player
poker player,N1,money rank,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,poker_player
poker player,N1,earnings,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,poker_player
people,N1,people id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,poker_player
people,N1,nationality,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,poker_player
people,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,poker_player
people,N1,birth date,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,poker_player
people,N1,height,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,poker_player
program,N1,program id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,program_share
program,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,program_share
program,N1,origin,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,program_share
program,N1,launch,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,program_share
program,N1,owner,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,program_share
channel,N1,channel id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,program_share
channel,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,program_share
channel,N1,owner,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,program_share
channel,N1,share in percent,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,program_share
channel,N1,rating in percent,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,program_share
broadcast,N1,channel id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,program_share
broadcast,N1,program id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,program_share
broadcast,N1,time of day,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,program_share
broadcast share,N1,channel id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,program_share
broadcast share,N1,program id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,program_share
broadcast share,N1,date,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,program_share
broadcast share,N1,share in percent,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,program_share
pilot,N1,pilot id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,aircraft
pilot,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,aircraft
pilot,N1,age,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,aircraft
aircraft,N1,aircraft id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,aircraft
aircraft,N1,aircraft,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,aircraft
aircraft,N1,description,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,aircraft
aircraft,N1,max gross weight,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,aircraft
aircraft,N1,total disk area,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,aircraft
aircraft,N1,max disk loading,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,aircraft
match,N1,round,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,aircraft
match,N1,location,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,aircraft
match,N1,country,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,aircraft
match,N1,date,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,aircraft
match,N1,fastest qualifying,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,aircraft
match,N1,winning pilot,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,aircraft
match,N1,winning aircraft,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,aircraft
airport,N1,airport id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,aircraft
airport,N1,airport name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,aircraft
airport,N1,total passengers,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,aircraft
airport,N1,% change 2007,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,aircraft
airport,N1,international passengers,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,aircraft
airport,N1,domestic passengers,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,aircraft
