IDENTIFIER,SCORE
ReconRule2,N2
ReconRule3,N2
ReconSum,N2
ReconSumFC,N2
ReconSumSC,N2
Recontact,N1
ReconType,N2
Record_Company,N1
Record_ID,N1
recorded_by_staff_id,N1
RecordID,N1
RecordKey,N1
RecpntObjC,N3
RecpntObjT,N3
RecpType,N2
RECREAR1,N3
RECREAR2,N3
RECREAR3,N3
RECRRPRESS1,N3
RECRRPRESS2,N3
RECRRPRESS3,N3
RecTime,N2
RecType,N2
RecurPat,N2
RecvAsst,N2
RecvEmpBin,N2
RecvMaxQty,N2
RecvMaxWT,N2
RecvUpTo,N2
ReExpNAct,N2
Ref,N3
Ref1,N3
Ref1_l,N3
Ref2,N3
Ref2_l,N3
Ref2Date,N2
Ref3,N3
Ref3_l,N3
Ref3Line,N2
RefAccKey,N2
RefAmount,N2
RefCode,N2
RefCoLevel,N2
RefDate,N2
RefDetails,N2
RefDNoEdit,N2
RefDocDate,N2
RefDocEnt,N2
RefDocEntr,N2
RefDocLine,N2
RefDocNum,N2
RefEntry,N2
RefEntry1,N2
RefEntry2,N2
ReferDoc,N2
ReferDocNo,N2
Reference,N1
Reference_Collection,N1
reference_num,N2
Reference2,N1
ReferItem,N1
RefFixLen1,N2
RefFixLen2,N2
RefID,N2
ReFiles,N1
RefIndCod1,N2
RefIndCod2,N2
RefIndCod3,N2
RefndRprt,N2
RefNo,N2
RefNum,N2
RefNumber,N2
RefNumFrom,N2
RefNumTo,N2
RefObjKey1,N2
RefObjKey2,N2
RefObjType,N2
Refresh,N1
RefreshQty,N2
RefType,N2
RefundAcct,N2
RefundAmnt,N2
RefVisType,N2
REGCONTACT_2ND,N2
REGCONTACT_3RD,N2
REGCONTACT1,N2
REGCONTACT1_ALT,N2
REGCONTACT2,N2
REGCONTACT2_ALT,N2
REGCONTACT3,N2
REGCONTACT3_ALT,N2
RegDate,N2
RegDistri,N2
REGION,N1
Region_code,N1
REGION_ID,N1
REGION_NAME,N1
Regional_Population,N1
Register_Year,N1
Registered,N1
registration_date,N1
registration_id,N1
RegLiquida,N2
RegName,N2
RegNameExt,N2
RegNo,N2
RegNum,N2
RegSCAmnt,N2
RegSHolder,N2
RegType,N2
regular_order_id,N1
Reign,N1
Reindex,N1
RejeByBank,N2
Rel4PPTax,N3
RelatCard,N2
Relate_ID_A,N3
Relate_ID_WB,N3
RelatedEnt,N2
RelatedTo,N1
RelatedTyp,N2
RelateLine,N1
RelateType,N1
Relation,N1
Relationship,N1
RELATIONSHIPTOSURFACE,N1
RelatnType,N2
Relatship,N2
RelCap1,N3
RelCap2,N3
RelCap3,N3
RelCap4,N3
RelCode,N2
ReleaDate,N1
ReleasDate,N1
Release_by,N1
Release_date,N1
Release_ID,N1
Release_notes,N1
release_year,N1
releasedate,N1
ReleaseNum,N2
ReleaseQty,N2
Releaser,N1
ReleaseVer,N2
ReleasQtty,N2
RelLineID,N2
RelPartner,N2
RelQtty,N3
RelSO,N3
RelStkNoPr,N3
RELTOJUNCT,N3
RelTransId,N2
RelType,N2
RelUDO,N3
RemainDays,N1
RemainLife,N1
RemainUnit,N1
Remark,N1
Remark1,N1
Remarks,N1
Remarks1,N1
Remarks2,N1
RemDate,N2
Remind,N1
Reminder,N1
RemindFlg,N2
RemindUnit,N2
RemindVal,N2
RemIntrst,N2
RemLife,N2
RemMethod,N2
RemQty,N2
RemSent,N2
RemSented,N2
RemTime,N2
RemTmDays,N2
RemType,N2
ReNBVeAct,N3
ReNBVrAct,N3
Renewal,N1
RenewDate,N1
RenewTime,N1
rental_date,N1
rental_duration,N1
rental_id,N1
rental_rate,N1
ReopenByC,N2
ReopManCls,N2
ReopOrder,N2
ReopOriDoc,N2
ReopOriRdr,N3
ReorderFrm,N2
ReorderPnt,N2
ReorderQty,N2
ReorderTo,N1
RepAddID,N2
repair_ID,N1
RepBusOthr,N2
RepBusType,N1
repByIns,N2
RepCEOFisC,N3
RepCEOName,N2
RepCity,N2
RepCmpName,N2
RepCode,N2
RepCompany,N2
RepDate,N2
RepDate1,N2
RepDate2,N2
RepDistri,N2
Repeat_Sample,N1
RepeatCnt,N2
RepEmail,N2
RepEntity,N2
RepFisCode,N2
RepFName,N2
RepGender,N2
RepItm,N2
RepItmNo,N2
replacement_cost,N1
replcIns,N2
RepLegal,N2
ReplicaID,N1
REPLICATE,N1
Reply,N1
RepName,N2
RepNo,N2
RepObjId,N2
RepomoAct,N2
Report_date,N1
Report_details,N1
Report347,N1
ReportCode,N1
Reported,N1
Reported_by,N1
reported_by_staff_id,N1
ReportEU,N2
ReportID,N1
ReportInst,N2
ReportName,N1
ReportNum,N1
reports_to,N1
ReportsTo,N1
ReportTemp,N1
ReportType,N1
Reposted,N1
RepPath,N2
RepPeriod,N2
RepPhone,N2
RepPosCode,N2
Representative_ID,N1
Representative_Name,N1
RepSection,N2
RepSName,N2
RepstedVat,N2
ReptCurrcy,N2
RepTitle,N2
ReptMethod,N2
RepType,N2
ReqBoeSt,N2
ReqCode,N2
ReqDate,N2
ReqDays,N2
ReqName,N2
ReqQty,N2
ReqSel,N2
ReqType,N2
Requester,N1
RequestNum,N1
Requests,N1
ReRevNAct,N2
ResAlloc,N2
ResCode,N2
ResDag,N2
ResEntry,N2
Reserve,N1
reserved,N1
RESERVOIRTYPE,N1
ResetCntr,N2
ResetDate,N1
ResetDData,N2
ResExpAct,N2
ResExpense,N2
ResGrpCod,N2
ResGrpNam,N2
ResHtml,N2
ResID,N2
ResidCity,N2
ResidCntry,N2
Residence,N1
Residency,N1
ResidencyDetails,N1
ResidencyID,N1
ResidencyText,N1
ResidenNum,N2
resident_id,N1
Residents_per_officer,N1
ResidState,N2
ResInv,N2
ResKey,N2
ResLog,N2
ResMin,N2
ResMinFc,N2
ResMinSc,N2
ResName,N2
ResNInvAct,N2
ResNotInv,N2
ResOffPlAc,N2
resolDate,N2
resolOnDat,N2
resolOnTim,N2
resolTime,N2
Resolution,N1
respAssign,N2
respByDate,N2
respByTime,N2
ResPdf,N2
RESPNSIBLE,N2
ResponCode,N2
respOnDate,N2
responder,N1
ResponName,N2
Response,N1
response_received_date,N1
ResponseU,N2
ResponseV,N2
ResponsUnt,N2
ResponsVal,N2
respOnTime,N2
ResPurAct,N2
ResPurchCr,N2
ResRevAct,N2
ResRevenue,N2
ResSaleAct,N2
ResSalesCr,N2
ResScrapAc,N3
ResStdEx10,N3
ResStdExp1,N3
ResStdExp2,N3
ResStdExp3,N3
ResStdExp4,N3
ResStdExp5,N3
ResStdExp6,N3
ResStdExp7,N3
ResStdExp8,N3
ResStdExp9,N3
RESTAURANT_ID,N1
ResTmHours,N2
RESTORED_COMMENTS,N1
RESTORED_DATE,N1
RESTORED_REASON,N1
ResTypCod,N2
ResType,N2
ResTypeDescription,N2
ResTypeID,N2
ResTypeName,N2
RESULT,N1
resultId,N1
ResultMemo,N1
Results,N1
Results_ID,N1
ResultStr,N2
ResUoM,N3
ResWipAct,N2
ResXml,N2
RETAINERCLIPDESIGN,N1
RETAINERCLIPUSE,N1
RetCost,N2
RetDate,N1
RetFile,N2
RetFromTec,N2
RetilrTax,N2
RetIndex,N2
RetInvoice,N2
RetirAPCFC,N3
RetirAPCSC,N3
RetirDate,N2
RetireAPC,N2
RetireQty,N2
RetMeth,N2
RetPortion,N2
RetPRTyp,N2
ReTranType,N2
RetReqFC,N2
RetReqLC,N2
RetReqSC,N2
retro_id,N1
Retry,N1
return_date,N1
ReturnAc,N2
ReturnAct,N2
ReturnCode,N1
Returned,N1
returned_damaged_yn,N1
returned_late_yn,N1
returned_yn,N1
ReturnID,N1
ReturnRsn,N2
Returns,N1
ReturnStr,N2
ReturnType,N1
RetVatCode,N2
Rev,N2
RevAcct,N2
RevAct,N2
RevalAcct,N2
RevalDate,N2
RevalMatch,N2
RevalOfsac,N2
RevalPerc,N2
RevalPrice,N2
RevalRate,N2
RevalSum,N2
RevalTotal,N2
RevalType,N2
RevCancel,N2
RevCharge,N2
RevCreRefD,N3
RevCreRefN,N3
RevdAbsEnt,N2
RevdLine,N2
RevdObjTyp,N2
Revenue,N1
RevenuesAc,N2
Reversal,N1
Reversed,N1
Revert,N1
RevExmAcct,N2
RevFixSum,N2
review_count,N1
Review_Date,N1
reviewDesc,N2
Revised,N1
Revision,N1
Revision_Contact_ID,N1
Revision_Date,N1
Revision_Desc,N2
Revision_ID,N1
Revision_Reason,N1
RevisionPo,N2
RevLossAct,N2
RevOffice,N2
RevOrder,N2
RevReAct,N2
RevRefDate,N2
RevRefNo,N2
RevResAct,N2
RevResClr,N2
RevReserve,N2
RevResvAct,N2
RevResvClr,N2
RevRetAct,N2
RevSides,N2
RevSign,N2
RevSource,N2
RevToAct,N2
RExpnAcct,N2
RF1STAGEDEP,N3
RF2STAGEDEP,N3
RFBC,N3
RFBELT,N2
RFBUCKDEPTIME,N3
RFC,N3
RFCofPAC,N3
RFCURTDEPTIME,N3
RFCValidat,N2
RFDISPOSAL,N2
RField,N2
RfndAmntFC,N3
RfndAmntSC,N3
RFOCCPOS,N3
RFOCCSIZE,N3
RFOH,N3
RFPRETENDEPTIME,N3
RFRETRACTDEPTIME,N3
RFSIDEDEPTIME,N3
RFSWITCH,N2
RFTRACKPOS,N2
RG23APart1,N3
RG23APart2,N3
RG23CPart1,N3
RG23CPart2,N3
RgtMrgn,N3
RhithronSiteName,N1
RHost,N2
Richness,N1
rid,N3
Right,N1
RightID,N1
RightJoin,N1
RightLine,N1
RIMDEF,N3
RIMDEFLOC,N3
RIncmAcct,N3
Rings_Points,N1
RISK,N1
river_name,N1
RjctQty,N3
RKEY,N3
RlsDate,N2
RMargin,N2
Rmrks,N3
RmrksIncld,N3
RmrkTmpt,N3
Rnd_Plt_In,N3
RndFrmtDec,N3
RndFrmtInt,N3
RndToTDec,N2
RobjCode,N2
Rock,N1
RODBGUID,N2
ROLE,N1
role_code,N1
role_description,N1
Role_Name,N1
roleID,N1
RoleTypCod,N2
ROLLDIR,N2
ROLLDIST,N2
Roller_Coaster_ID,N1
ROLLINITYP,N2
ROLLINLOC,N2
ROLLINTRPT,N2
ROLLLAT,N2
ROLLOBJ,N2
ROLLPREMAN,N2
ROLLPROTECTION,N1
ROLLTRIP,N1
ROLLTURN,N1
ROLLTYPE,N1
ROLLVERT,N2
ROM_MiB,N3
ROMN_OTU,N3
ROMN_OTU_ID,N3
ROMN_OTU_ID_Previous,N3
ROMN_OTU_TSN,N3
ROMN_Short_Name,N2
ROMNSampleName,N2
ROnHand,N2
room,N1
room_count,N1
room_number,N1
RoomId,N1
roomName,N1
RoomNumber,N1
RoomType,N1
RootEcm2,N3
RootId,N1
ROPass,N2
ROText1,N2
Rots,N2
RouDatCalc,N2
Round,N1
Round_ID,N1
RoundDif,N2
Rounddiff,N1
RoundDifFC,N2
RounddifSc,N2
RoundDifSy,N2
Rounding,N1
RoundMeth,N2
RoundMthd,N2
RoundPym,N2
RoundRmrk,N2
RoundRule,N1
RoundSum,N1
RoundSums,N1
RoundSys,N2
RoundType,N1
RoundVat,N2
ROUser,N2
Route,N1
route_id,N1
route_name,N1
RouteStage,N1
RowAction,N1
RowId,N1
ROWIDTH1,N2
ROWIDTH2,N2
ROWIDTH3,N2
ROWIDTH4,N2
ROWIDTH5,N2
RowNum,N2
RowStatus,N1
Royal_Family_Details,N1
Royal_Family_ID,N1
RpcName,N2
RpCurrency,N2
Rpd,N3
RpdName,N2
RPID,N3
Rprt1099,N3
RptChoice,N2
RptDupDist,N2
RptHash,N2
RptLayout,N2
RptList,N2
RptMonth,N2
RptPeriod,N2
RptReason,N2
RptSec,N2
RptStatus,N2
RpttFtrAll,N3
RptType,N2
RRBC,N3
RROH,N3
RrrConfrmd,N3
RRVatFC,N3
RRVatLC,N3
RRVatSC,N3
RscFrom1,N3
RscGroup,N3
RscTo1,N3
RspOverAmt,N2
RspType,N2
RTable,N2
RTAsAdv,N3
RTAsWth,N3
RtCalcProp,N2
RThrdPFld,N3
RThrdPTab,N3
RTimeout,N2
Rtmdate,N2
RToStock,N2
RToStockSc,N2
RtrictDate,N2
RtrictResn,N3
RtrictType,N2
RTTDnldAdr,N3
RTTStamp,N2
RturnngAct,N2
RuleCode,N1
RuleDesc,N2
RuleID,N1
RuleIndex,N1
RuleRef,N1
RuleType,N1
RuleVer,N1
RUMBINIT,N2
RUMBROAD,N2
RunAs,N1
RunCounter,N1
RunDate,N1
RunID,N1
RunName,N1
RunRecords,N1
RunTime,N1
RunType,N1
RvalMethod,N2
RvCaclDate,N3
RvsChrgFC,N3
RvsChrgPrc,N3
RvsChrgSC,N3
RvsChrgSum,N2
RvsChrgTax,N2
RvsCrgPrc,N3
RvsPaid,N2
RvsPaidFC,N3
RvsPaidSC,N3
s_ID,N3
SacCode,N2
SacEntry,N2
SAEAutomationLevel_from,N2
SAEAutomationLevel_to,N2
salary,N1
salaryCurr,N2
salaryUnit,N1
SalDpmInt,N2
SaleCostAc,N2
SaleOrders,N1
SalePerson,N1
SaleProfit,N1
SaleRCMClr,N2
Sales,N1
Sales_billion,N1
sales_details,N1
Sales_in_Billion,N1
sales_transaction_id,N1
SalesAmnt,N2
SalesDisc,N2
SalesLimit,N1
SalesOAT,N2
SalesOrder,N1
SalesPrice,N1
salesPrson,N2
SalesQuota,N1
SalesStage,N1
SalesTax,N1
SaleTaxRCM,N2
SaleUnits,N1
SaleVatOff,N2
SalFactor1,N2
SalFactor2,N2
SalFactor3,N2
SalFactor4,N2
SalFormula,N1
Salinity,N1
SalPackMsr,N2
SalPackUn,N2
SalseRpt,N2
SalUnitMsr,N2
SalvageVal,N2
SalvPerc,N2
Sample_Client_ID,N1
Sample_Collection_Procedure_ID,N1
Sample_Date_Collected,N1
Sample_ID,N1
Sample_Station_Name,N1
Sample_STORET_Station_ID,N2
SampleYear,N1
SampleZone,N1
Saplings_ID,N1
SAPNote,N2
SAPPassprt,N2
SaRevNAct,N3
SatEnabled,N2
SatEnd,N2
SatStart,N2
SaveDate,N1
SavePath,N1
sb,N3
SBAccQty,N2
SBAccTotal,N2
SBAccTtAdj,N3
SBCogsAmnt,N3
SBetter,N2
SBGrPrPerc,N3
SBGrssProf,N3
SboVersion,N2
SBSaleAmnt,N2
SCAdjust,N2
sCalcMeth,N2
SCDateFrom,N2
SCDateTo,N2
SCENEARR,N2
SCENEDEP,N2
SchdLine,N2
SchedJobID,N2
Schedule,N1
SchemaCode,N1
SchemaDesc,N2
SchemaName,N1
School,N1
SCHOOL_CODE,N1
School_Colors,N1
School_ID,N1
School_name,N1
School_Year,N1
SchVersion,N2
Scientific_Name,N1
ScientificName,N1
Scientist,N1
SCL1Count,N3
Scl1NxtLn,N3
SCL2Count,N3
Scl2NxtLn,N3
Scl3NxtLn,N3
Scl4NxtLn,N3
Scl5NxtLn,N3
SCNCounter,N2
Score,N1
Scores,N1
screen_mode,N1
ScreenFont,N1
ScreenLock,N1
ScrFOffset,N2
ScrtyCntrP,N3
ScrtyCntrS,N3
ScsCode,N2
SDfltITWT,N3
SDfltWT,N3
SearchCond,N2
SearchUrl,N1
Season,N1
SeatBeltType,N1
SeatBeltTypeId,N1
Seating,N1
SEATLOC,N2
SEATROW,N1
SeatRowsCount,N1
Seats,N1
SeatsCount,N1
SEATTYPE,N1
sec_id,N2
SecCode,N2
SecLevel,N2
Second_Date,N1
Second_End_Time,N1
Second_Start_Time,N1
Secretary_Vote,N1
Section,N1
section_code,N1
section_description,N1
section_id,N1
section_name,N1
section_sequence,N1
section_title,N1
SectionLim,N2
Seedlings_ID,N1
SeEndDat,N3
SefazCheck,N2
SefazDate,N2
Segment,N1
Segment_0,N1
Segment_1,N1
Segment_2,N1
Segment_3,N1
Segment_4,N1
Segment_5,N1
Segment_6,N1
Segment_7,N1
Segment_8,N1
Segment_9,N1
SegmentId,N1
SelAddTel,N2
SelBankAct,N2
SelctedBtn,N2
Select,N1
Selected,N1
SelectionID,N1
selfInv,N2
SelfInvoic,N2
SelFldID,N2
SelfPosted,N1
SelfPrice,N1
SellerName,N1
SellItem,N1
SelloSAT,N2
SellRes,N2
SelMthd,N2
SelPriorit,N2
SelTaxReg,N2
semester,N1
semester_description,N1
semester_id,N1
semester_name,N1
SemiAutoHeadlampBeamSwitching,N1
SemiAutoHeadlampBeamSwitchingID,N1
sEmployed,N1
SendAccept,N1
SendAlert,N1
SendDate,N1
SendEMail,N1
SenderID,N1
SendFax,N1
SendInter,N2
SendIntrnl,N2
SendSMS,N2
SendTime,N1
sent_date,N1
SentMeth,N2
SentValue,N1
SEPACredID,N2
SEPADate,N2
seq,N2
SeqCode,N2
SeqID,N2
SeqName,N2
SeqNo,N2
SeqNum,N2
SeqType,N2
SEQUENCE,N1
sequence_identity_to_human_protein,N1
sequence_length,N1
SequenceID,N1
SequenceNo,N1
SequenceNr,N2
Ser,N3
SerBtchNum,N2
SerCode,N2
Serial,N1
SerialNo,N1
SerialNoF,N2
SerialNoT,N2
SerialNum,N2
Serie,N1
Serie1,N1
Serie1CB,N2
Serie2,N1
Serie2CB,N2
Serie3,N1
Serie3CB,N2
Serie4,N1
Serie4CB,N2
Serie5,N1
Serie5CB,N2
Series,N1
series_name,N1
Series2,N1
SeriesCode,N1
SeriesIn,N1
SeriesName,N1
SeriesNum,N1
SeriesOut,N1
SeriesPOI,N2
SeriesPOO,N2
SeriesStr,N2
SeriesType,N1
SerPymMeth,N2
SerSupplM,N2
Serv_Pass,N2
Serv_Usr,N2
ServCall,N2
ServCode,N2
Server,N1
ServerName,N1
ServFeeAm,N2
Service,N1
service_datetime,N1
service_descriptio,N2
service_details,N1
Service_ID,N1
service_name,N1
Service_Type_Code,N1
Service_Type_Description,N1
ServiceCD,N2
ServiceCtg,N2
ServiceFee,N1
ServiceGrp,N2
services,N1
ServName,N2
ServNature,N2
ServSmmry,N2
ServSupply,N2
ServTaxNo,N2
SessionID,N1
SeStartDat,N2
SetDesc,N2
SetExp,N2
SetName,N1
SetSriUniq,N2
Settings,N1
Settlement_Amount,N1
Settlement_ID,N1
SettleProb,N2
SettMeth,N2
Severity,N1
Sex,N1
sf,N3
SgstAcc,N3
SgstAmnt,N3
SgstAmntFC,N3
SgstAmntSC,N3
SgstAppl,N3
SgstApplFC,N3
SgstApplSC,N3
SgstBAmt,N3
SgstBAmtFC,N3
SgstBAmtSC,N3
SgstRate,N3
sh,N3
Shading,N1
Shadow,N1
SHandleWT,N2
Shape,N1
Shape_Area,N1
Shape_Leng,N2
Shape_Length,N1
ShapeType,N1
Share,N1
share_count,N1
Share_in_percent,N1
Sheep_and_Goats,N1
SHeight1,N2
SHeight2,N2
SHght1Unit,N2
SHght2Unit,N2
Ship_ID,N1
ship_type,N1
ShipCountr,N2
ShipDate,N1
Shiper,N1
ShipFromCo,N2
ShipFromDe,N2
shipment_date,N1
shipment_id,N1
shipment_tracking_number,N1
Shipper,N1
shipping_agent_code,N1
shipping_agent_description,N1
shipping_agent_name,N1
shipping_method_code,N1
ShipPlace,N1
ShipState,N1
ShipToCode,N1
ShipToDef,N2
ShipToDesc,N2
ShipToOW,N3
ShipType,N1
SHLDRWIDTH,N2
sho,N3
Shop_Details,N1
Shop_ID,N1
Shop_Name,N1
short_passing,N1
Shortages,N1
ShortName,N1
ShortRcpt,N2
shot_power,N1
Show_ID,N1
Show_times_per_day,N1
ShowAtCard,N1
ShowBothNu,N2
ShowBPDoc,N3
ShowCash,N1
ShowDescr,N2
ShowDocNo,N2
ShowGrid,N1
ShowJDT,N3
ShowLeads,N1
ShowLegend,N1
ShowLicBal,N2
ShowMiss,N2
ShowNewMsg,N1
ShowNewTsk,N2
ShowResult,N1
ShowSCN,N3
ShowWebTil,N2
ShowZero,N1
shp_feature_1,N2
shp_feature_2,N2
shp_feature_3,N2
ShpdGdsAct,N2
ShredderTax,N2
ShredderTaxScLV,N2
ShrId,N3
Shrub,N1
ShutTime,N1
sid,N3
SIDEDOOR,N1
SideEnable,N1
SIDEGLAZ,N2
SIDEROOF,N1
Sign,N1
SignAggr,N2
Signature,N1
SignData,N1
SignDate,N1
SignDigest,N1
Signed,N1
Signer,N1
SignMsg,N2
SignName,N1
SILLHEIGHT,N1
Silver,N1
SimpProc,N2
SimReport,N2
Simulation,N1
Since,N1
Singer_ID,N1
SinglePaym,N2
SinglePym,N2
Singles_WL,N2
SInsurNum,N2
SIPLDoc,N2
SIPLReport,N2
SIPLSeting,N2
SirenNo,N1
Siscomex,N2
Site_Desc,N2
Site_End_X,N1
Site_End_Y,N1
Site_ID,N1
Site_Name,N1
Site_Notes,N1
Site_Start_X,N1
Site_Start_Y,N1
Site_Treated,N1
SiteClass,N1
SiteDescription,N1
SiteID,N1
SituatInd,N2
Situation,N1
Size,N1
size_code,N1
size_description,N1
SizeID,N1
SizeInMM,N2
SizeOfSeg0,N2
SizeOfSeg1,N2
SizeOfSeg2,N2
SizeOfSeg3,N2
SizeOfSeg4,N2
SizeOfSeg5,N2
SizeOfSeg6,N2
SizeOfSeg7,N2
SizeOfSeg8,N2
SizeOfSeg9,N2
SizeOfStru,N2
skill_code,N1
skill_description,N1
skill_id,N1
SkinType,N1
SkipRutChk,N2
SL1Abs,N3
SL1Code,N3
SL2Abs,N3
SL2Code,N3
SL3Abs,N3
SL3Code,N3
SL4Abs,N3
SL4Code,N3
SLCode,N3
SLDAddr,N3
SLDUncfm,N3
SLEDGERF,N3
SLen1Unit,N2
SLen2Unit,N2
SLEnable,N2
SLength1,N2
Slength2,N2
SLExpose,N3
SlfInvExpn,N3
SlfInvIncm,N3
Slide_Position,N1
sliding_tackle,N1
SlimType,N1
Slope,N1
Slope_shape,N1
Slope_Var,N2
Slots,N1
SlpCode,N2
SlpCommUse,N2
SlpFrom,N2
SlpName,N2
SlpTo,N3
SlScProgr,N3
SltCode,N2
Small_Silver,N1
SmRnNtWTx,N3
SmtpAuthen,N2
SmtpEncode,N2
SmtpName,N2
SmtpPasswd,N2
SmtpPort,N2
SmtpServer,N2
SmValLimit,N2
SnakeID,N1
SnapGrid,N1
SnapshotId,N1
Snatch,N1
SnBAbs,N3
SnbAbsEnt,N3
SnbCostT,N3
SnBDfltSB,N3
SnBEntry,N3
SnBIndex,N3
SnbLotNum,N3
SnBMDAbs,N3
SnbMfn,N3
SNBNum,N3
SNBOpenQty,N2
SnbQty,N3
SnbSysNum,N2
SnBTotal,N2
SnBType,N2
SndDateSDI,N3
SndrRole,N2
SngBatch,N2
SnglCrtfNo,N3
SngRunCap,N2
SngUoMCode,N3
SNType,N3
so,N3
soa,N3
SocialName,N1
SocialUrl,N1
SOE,N3
SoftVender,N1
Software_Platform,N1
SOIExc,N3
Soil_Dist,N2
SOILineNum,N2
SOINum,N3
SOIWizId,N3
SOIWNum,N3
SoleBDate,N2
SoleCity,N1
SoleDistri,N2
SoleFName,N2
SoleGender,N1
SoleSName,N2
SoleTitle,N1
SOLUTION,N1
SOLUTIONID,N1
Song,N1
Song_ID,N1
Song_Name,N1
Song_release_year,N1
SongId,N1
SonName,N2
SonNum,N2
SOpDate,N2
SopPath,N2
Sort_Order,N1
Sort1Up,N1
Sort2Up,N1
Sort3Up,N1
SortBy,N1
SortField,N1
SortField1,N1
SortField2,N1
SortField3,N1
SortID,N1
SortLevel,N1
SortNum,N1
SortOrder,N1
SortType,N1
Source,N1
Source_DataDesc,N2
Source_DatasetID,N1
Source_FeatureID,N1
Source_Originator,N1
source_system_code,N1
source_u_id,N2
SourceAbs,N2
SourceAirport,N1
SourceBeginGen,N2
SourceCitationAbbreviation,N1
SourceContribution,N1
SourceCurrentnessReference,N1
SourceDataDesc,N2
SourceDB,N2
SourceECM8,N3
SourceEndGen,N2
SourceFeatureID,N1
SourceFld,N2
SourceID,N1
SourceIP,N2
SourceLang,N2
SourceLine,N1
SourceNo,N1
SourceNum,N2
SourceOriginator,N1
SourceScaleDenominator,N1
SourceText,N1
SourceType,N1
SouVirAsst,N2
spAdDpr,N3
spAlDpr,N3
span_first,N1
span_last,N1
SpBalAct,N2
SpcialDisc,N2
SpcItmCode,N2
SpcItmGrpC,N3
SpCode,N2
spConcPer,N2
SpcPrice,N2
SpcUGPCode,N3
SpcUoMCode,N3
SpDpAcc1,N3
SpDpAcc2,N3
SpDpAcc3,N3
SpDpKey1,N3
SpDpKey2,N3
SpDpKey3,N3
SpDpr1,N3
SpDpr2,N3
SpDpr3,N3
SpDprAcc,N3
SpDprAct,N3
SpDprAmt,N3
SpDprDur,N3
SpDprKey,N3
SpDprKey1,N3
SpDprKey2,N3
SpDprKey3,N3
SpDprPlan,N3
SpDprPost,N3
Spec,N2
SpecDate,N1
special_features,N1
species,N1
Species_Code,N1
Species_ID,N1
SpeciesCode,N1
SpeciesNotes,N1
SpecPrice,N2
SPECUSE,N2
SPEDCtgory,N3
SPEDProf,N3
Speed,N1
Speed_knots,N1
SPEEDLIMIT,N1
Spent,N1
sPercent,N2
Spg,N3
SPGCounter,N2
SpiltCred,N2
SpiltTrans,N2
SPINEDEGEN,N2
SplitByBin,N2
SplitBySnb,N2
Splited,N2
SplitFBSh,N2
SplitPayAc,N2
SplitPaymt,N2
SplitPmnt,N2
SplitTax,N2
SplitTaxFC,N2
SplitTaxSC,N2
SplitTran1,N2
SplitTran2,N2
SplitTran3,N2
SpltCredLn,N2
SpltPmtVAT,N3
SpltTrBOE1,N3
spMaxAmnt,N2
spMaxFlag,N2
spMaxPerc,N2
spMeth,N2
SPNEnabled,N2
Sponsor_name,N1
SportName,N1
SPP1LNum,N3
SPP2LNum,N3
SPPCounter,N2
SpProdType,N2
sprint_speed,N1
SPSrcDLN,N3
SPSrcID,N3
SPSrcType,N1
SqlCode,N1
SqlName,N1
SqlText,N1
SqlType,N1
Src,N2
src_ap,N3
src_apid,N3
SrcAbsEnt,N3
SrcArr,N2
SrcArrType,N2
SrcCalc,N2
SrcCalcFC,N2
SrcCalcSC,N2
SrcDBVer,N2
SrcDocEnt,N2
SrcDocType,N2
SrcEntry,N2
SrcFC,N3
SrcField,N2
SrcFieldFC,N3
SrcFieldSC,N3
SrcFld,N2
SrcGrpNum,N2
SrcGSTIN,N3
SrcLctCode,N2
SrcLctName,N2
SrcLine,N2
SrcLineNum,N2
SrcLink,N2
SrcLoc,N2
SrcLocCode,N2
SrcLocName,N2
SrcObjAbs,N2
SrcObjId,N2
SrcObjTyp,N2
SrcObjType,N2
srcPath,N1
SrcPrice,N2
SrcSC,N3
SrcStaType,N2
SrcSubType,N2
SrcTable,N2
SrcTaxAcct,N2
SrcType,N2
SrcvCallID,N2
SriCreatIn,N2
SRID,N3
SriMngSys,N3
SriUniqFld,N3
SrqAbs,N3
SRTEXT,N2
SrvcCallId,N2
SrvcType,N2
SrvGpPrcnt,N3
SrvTaxClr,N2
SrvTaxRule,N2
SSFiscalCd,N3
SSICode,N2
SSIExmpt,N2
SSIExmptSt,N3
SSIName,N2
SSMA_TimeStamp,N3
Ssn,N3
SspdRgnlTx,N3
SspndCtTx,N3
SspndMTTx,N3
SspndRegTx,N3
SspndWTHTx,N3
StaCode,N2
Stadium_ID,N1
staff_address_id,N1
Staff_Details,N1
staff_first_name,N1
staff_gender,N1
staff_id,N1
staff_last_name,N1
staff_name,N1
Stage,N1
StageCode,N1
StageDep1,N2
StageDep2,N2
StageDep3,N2
StageDep4,N2
StageID,N1
StagePosition,N1
StaIndex,N2
stamina,N1
StampDate,N1
StampNum,N2
StampTax,N2
standing_tackle,N1
StanUnit,N2
star_rating_code,N1
star_rating_description,N1
Staring_Date,N1
stars,N1
START,N1
Start_Date,N1
Start_from,N1
start_hr,N2
start_min,N2
start_station_id,N1
start_station_name,N1
Start_Time,N1
Start_year,N1
StartAt,N1
StartDate,N1
StartFlag,N1
StartFrom,N1
starting_pos,N2
Starting_Year,N1
StartLat,N2
StartLon,N2
StartRef,N2
