text,category,label
IEI17,N3,2
box2,N1,0
prereq,N1,0
mean_visibility_miles,N1,0
RPC13,N3,2
UnitCol,N2,1
VOTES,N1,0
SrcObjTyp,N2,1
CSDINARACT,N3,2
ITEM_STATUS_CODE,N1,0
cntfax_3p,N3,2
numCitedBy,N1,0
OPENSNB,N2,1
REFOBJKEY2,N2,1
invdiff,N2,1
eventtype,N1,0
ycard,N2,1
DPS1,N3,2
TTENDDATE,N2,1
RcpntID,N2,1
CRASHTIME,N1,0
min_dew_point_f,N2,1
Coastline,N1,0
DflJET,N3,2
DATA_ID,N1,0
binattr5to,N3,2
INACTPLN,N2,1
POR24,N3,2
nhdarea,N2,1
understory_comp,N1,0
FriEnd,N2,1
subseries,N1,0
SelTaxReg,N2,1
wvt3,N3,2
CHKQUNTY,N2,1
incomimg,N2,1
SHOP_DETAILS,N1,0
pautoduedt,N2,1
bnkctkdgts,N2,1
pymdocrate,N2,1
TaxDistSFC,N2,1
IEPSPAYER,N2,1
BPSwift,N2,1
ExpdPAgree,N2,1
taskid,N1,0
EFRetry,N2,1
slength1,N2,1
UBTN,N3,2
SECTION,N1,0
TERMSPATH,N1,0
intsno,N3,2
RCLFLAG,N2,1
LNKRECNABS,N3,2
POSTDATE,N1,0
wtsum,N2,1
ACCWTAXSUM,N2,1
paperid,N1,0
BirthCity,N1,0
swidth1,N2,1
repobjid,N2,1
linenumv3,N2,1
acctreq,N2,1
complaint_id,N1,0
MinGX,N2,1
orls,N3,2
dType,N2,1
EXCRATEACT,N2,1
VatSc,N3,2
StcCode,N2,1
OFLR,N3,2
AttriTxt26,N3,2
tblnhdarea_park,N2,1
DIRECT,N1,0
MemoSng,N2,1
ExPref5,N3,2
RevLossAct,N2,1
ONE_METER,N1,0
DeltaGP,N2,1
WTBASESUM,N2,1
releasqtty,N2,1
WATER_BODY_NAME,N1,0
pickdate,N1,0
cost_match,N1,0
FCTAbs,N3,2
IEI3,N3,2
CHALLANDAT,N2,1
curcode,N2,1
creditcurr,N2,1
OWST,N3,2
BISR,N3,2
ENDTOTAL,N1,0
regcontact2_alt,N2,1
speedlimit,N1,0
BaseDocDat,N2,1
OP_18,N3,2
objdetail,N2,1
UPDATEDTF,N2,1
continents,N1,0
BNegAVal,N3,2
EDFormat,N2,1
icd9,N3,2
message,N1,0
pilot_name,N1,0
CrdBClsRng,N3,2
IsTaxCred,N2,1
BOTTOMID,N1,0
ChkNamePl,N2,1
OBJKEY,N2,1
dpapplgrss,N3,2
NUM_OF_EPISODES,N1,0
ACFP,N3,2
FcBalLine,N3,2
ApplVatFc,N3,2
ObjectC18,N3,2
appldct,N2,1
DocName,N2,1
ENGINECONFIGURATIONID,N1,0
objectc16,N3,2
RPC12,N3,2
ITWTCODE,N3,2
slope,N1,0
MACROINVERT_DPL,N2,1
odwz,N3,2
OFUSERNAME,N2,1
Condition,N1,0
origtrnsln,N3,2
MATCH_SEASON,N1,0
NUM_OF_EMPLOYEES,N1,0
OTRX,N3,2
TFCID,N3,2
USEDBY,N1,0
ENDCOUNTER,N1,0
newdprcus,N2,1
item_delivered_datetime,N1,0
destpath,N2,1
EnblCshDsc,N3,2
remindval,N2,1
DnDrainCount,N2,1
Budget,N1,0
AWH3,N3,2
witness_azimuth,N1,0
hydrographiccategory,N1,0
expvaract,N2,1
csv3,N3,2
CPNLINENUM,N2,1
client_id,N1,0
ROOTBEERREVIEW,N1,0
CntCode,N2,1
MatchType,N1,0
UTGSTACC,N3,2
SAPNote,N2,1
violation,N1,0
oei6,N3,2
POSTINGTYP,N2,1
t&e_status,N3,2
CPV3,N3,2
RefreshQty,N2,1
label_categories,N1,0
KEYWORD,N1,0
qtytobill,N2,1
Ordered,N1,0
servicegrp,N2,1
batterya_from,N2,1
CECOMRATE,N2,1
RPC5,N3,2
HOMECOUNTY,N1,0
DATETIME_DETENTION_END,N1,0
dedvatsumf,N2,1
TYPEID,N1,0
MAXLEVEL,N1,0
QRYCODE,N2,1
DUNWIZBLCK,N2,1
OEI8,N3,2
ACCTCDEFRM,N2,1
agtcollect,N2,1
BGDNAME,N2,1
Sections,N1,0
LONG_DIR,N2,1
IENumber,N2,1
VatDscntPr,N3,2
TRUCK_ID,N1,0
sfi9,N3,2
OPOI,N3,2
opensumsys,N2,1
DftApCode,N3,2
task_details,N1,0
BMargin,N2,1
QryGroup59,N2,1
charge_amount,N1,0
maxoutpcnt,N2,1
tluparkcode,N2,1
ISDspNMass,N3,2
ARSC4,N3,2
MsgTime,N2,1
submitedby,N1,0
thuend,N2,1
WON,N1,0
ABP1,N3,2
FROM_FC,N2,1
STU_CLASS,N2,1
ordertype,N1,0
StrVal3,N3,2
outcome_description,N1,0
LinkAct_22,N2,1
B1SGTEB,N3,2
consider_rate,N1,0
CHANCECREATIONPASSING,N1,0
WheelsCount,N1,0
trailerid,N1,0
RounddifSc,N2,1
ceregno,N2,1
CRD5,N3,2
TSYS_APP_RELEASES,N2,1
CANDELETE,N1,0
HASHINPNM,N2,1
geo_sea,N2,1
ConfTime2,N2,1
transferid,N1,0
RELATEDTYP,N2,1
Actual_Order_Products,N1,0
OLDFXASS,N3,2
image_id,N1,0
APM2,N3,2
ItemDes,N2,1
HWY MILE MARKER,N2,1
sttcuryr,N3,2
bottomid,N1,0
qut24,N3,2
aspp,N3,2
budget_invested_percent,N1,0
Command,N1,0
WTExDifAct,N3,2
ADTP,N3,2
WTAMNT,N2,1
dfbrnchph,N3,2
ActRevCncl,N2,1
FrgnInAcct,N3,2
PymAmnt,N2,1
path3,N1,0
MenuPath,N1,0
ATTRIBUTE_VALUE,N1,0
NFN4,N3,2
SOURCECITATIONABBREVIATION,N1,0
vatgrouppu,N2,1
ENT1,N3,2
ABOC,N3,2
GOALIESSC,N2,1
stepinfo,N1,0
FISCALYEAR,N1,0
attrid,N2,1
TARTAXACCT,N2,1
TanWardNo,N2,1
prmvaltxt,N2,1
OVERDUE,N1,0
pqt2,N3,2
EXPLOITCONCERNDETAILS,N1,0
FLDABS,N2,1
COMPNAME,N2,1
RvsPaidFC,N3,2
applytype,N1,0
PERMISSION,N1,0
statusdetails,N1,0
AWO2,N3,2
GBIPATH,N2,1
OBOE,N3,2
inv28,N3,2
APH1,N3,2
DOMAIN_AUTHOR,N1,0
FromDate3,N1,0
OMRC,N3,2
tplid,N3,2
CUSTOMER_MIDDLE_INITIAL,N1,0
SportName,N1,0
authorId,N1,0
stpcode,N2,1
RECVASST,N2,1
DigCrtPath,N2,1
ACCOPAMAR,N3,2
film_id,N1,0
DocDueDate,N2,1
LEVELS,N1,0
FINANCYEAR,N2,1
idxgridsize,N2,1
POR1,N3,2
wtr11,N3,2
AdjustNum,N2,1
CPI20,N3,2
Reason,N1,0
SERVICECD,N2,1
ROUNDMTHD,N2,1
VENDORNUM,N1,0
odar,N3,2
EQUVATSUMS,N3,2
TruckBodyCabType,N1,0
BASEPRICE,N1,0
glacccode,N2,1
OCIG,N3,2
EVTNOTIFY,N2,1
CONFIGNAME,N2,1
OBGT,N3,2
HSE_FEATURE_1,N2,1
IGE15,N3,2
RMRKTMPT,N3,2
OrderLine,N1,0
ENRESIGN,N2,1
subject_name,N1,0
SRA2,N3,2
numpermsr,N2,1
Frgncntry,N2,1
crd11,N3,2
apduedtfrm,N2,1
ENBLVTGNOD,N3,2
SOURCECURRENTNESSREFERENCE,N1,0
inmtransty,N3,2
xyunits,N2,1
PlanAmtLC,N2,1
OrdDprPln1,N3,2
president_vote,N1,0
DUNINTRST,N2,1
NonBillTm,N2,1
sendintrnl,N2,1
OpenPA,N2,1
KeySeg9,N3,2
g_p,N3,2
pymnumto,N2,1
ACCRELQTY,N2,1
whsname,N2,1
filereport,N1,0
JEBYPROJ,N3,2
Royal_Family_Details,N1,0
DEFINITION,N1,0
APCESINACC,N2,1
STOCKSUM,N2,1
TIME,N1,0
OBESITY,N1,0
ahem,N3,2
tarentry,N2,1
MSN1,N3,2
FINEDATE,N1,0
expvatsumf,N3,2
ODLL,N3,2
tractioncontrolid,N1,0
AEC1,N3,2
TypeCode,N1,0
validname,N1,0
BHeight2,N2,1
Draft_Copies,N1,0
shp_feature_1,N2,1
NHDVERTICALRELATIONSHIP,N2,1
NnSbCuFC,N3,2
OSRT,N3,2
Rock,N1,0
usr5,N3,2
LINEMNYSC,N3,2
varianceac,N2,1
parkcode,N1,0
CPV12,N3,2
SCM1,N3,2
member_of_club,N1,0
GBI7,N3,2
subobjnam1,N2,1
VERTDOOR,N2,1
bcgtaxsums,N3,2
PrType,N2,1
srcloccode,N2,1
BgtWarning,N2,1
BWDTH1UNIT,N2,1
PILOT_ID,N1,0
PARTITIONID,N1,0
BlockC,N2,1
EVENTS_RELEVANT,N1,0
DatevAcct,N2,1
owtm,N3,2
ANTILOCKBRAKESYSTEM,N1,0
lindex,N2,1
SettMeth,N2,1
MandateID,N1,0
QRYGROUP37,N2,1
Subproject,N1,0
Furniture_ID,N1,0
RESMINSC,N2,1
OGPC,N3,2
binlocfrom,N2,1
MediaTypeId,N1,0
OMDC,N3,2
GLAZIMP,N2,1
REASONDESC,N2,1
CmpIE,N3,2
Exemption,N1,0
SeatBeltTypeId,N1,0
functional_area_description,N1,0
QryGroup26,N2,1
dpsbank,N2,1
gtsdftchk,N3,2
WizDunBlck,N2,1
TAXREGIME,N1,0
PaidRvsSc,N2,1
DRAFT_DETAILS,N1,0
property_name,N1,0
spprodtype,N2,1
minamnt347,N3,2
ObjectName,N1,0
OKRT,N3,2
BinAttr4To,N3,2
SALECOSTAC,N2,1
MinBaseDoc,N2,1
CREDITCARD,N1,0
VCLPLATE,N3,2
CIN1,N3,2
infoa2,N2,1
cid,N3,2
basetype,N1,0
emsvitaltime,N2,1
PYMNUMFROM,N2,1
tsys_App_Releases,N2,1
Slots,N1,0
EngineConfiguration,N1,0
GDB_Items,N2,1
DEDCTSUMSC,N2,1
ObjSubType,N2,1
BLOCKWHT08,N3,2
SHP_FEATURE_1,N2,1
SalesReason,N1,0
rdr16,N3,2
from_m,N2,1
ONHANDBEF,N2,1
ccs1,N3,2
varpercap,N2,1
DPRTYPEC,N3,2
wtinaract,N3,2
tps2,N3,2
linetext,N1,0
orci,N3,2
games,N1,0
HARDWARE_MODEL_NAME,N1,0
BASEDCTFC,N2,1
PRICEDEC,N2,1
LOCATEDON,N1,0
BSRCode,N2,1
formuid,N2,1
DLN23,N3,2
POSDESC,N2,1
SELECT,N1,0
LnTotal,N2,1
G_3B,N3,2
SaRevNAct,N3,2
BUIS83_Shape_Index,N2,1
APCSGSTACC,N3,2
rolldist,N2,1
OTOB,N3,2
len1unit,N2,1
_left,N1,0
rin18,N3,2
ddt1,N3,2
ISINTRAS,N2,1
AIN4,N3,2
STRFILLER,N2,1
HeaderId,N1,0
gdb_itemrelationships,N2,1
BUDGET_TYPE_CODE,N1,0
intbrclrac,N3,2
CSGSTAMTSC,N3,2
CounteName,N1,0
Museum_Details,N1,0
POSTTOOFFA,N2,1
chlnmemo,N2,1
OBJLIST,N2,1
spMeth,N2,1
pophamt,N3,2
OrigTrnsLn,N3,2
throws,N1,0
ENBEASER,N3,2
qrygroup23,N2,1
PeriodAbs,N2,1
AttriQTY61,N3,2
ValidComm,N2,1
pubdate,N2,1
MAXDEPR,N2,1
MAIS,N3,2
F2,N3,2
CodPart,N2,1
INCLAMNTLC,N2,1
DEPOSDATE,N2,1
oldFxAss,N3,2
MINISTER,N1,0
Market_Value_in_Billion,N1,0
SELPRIORIT,N2,1
swpinemail,N2,1
apt_type_code,N2,1
SPINEDEGEN,N2,1
lock,N1,0
orderbalfc,N2,1
BOEDISAMNT,N2,1
motorcyclechassistypeid,N1,0
CRDBANKACT,N2,1
death_month,N1,0
taxsumorgs,N2,1
SUBKEYID,N1,0
ExemptAmnt,N2,1
PRR10,N3,2
BasePLNum,N2,1
SCORINGSC,N2,1
captotal,N2,1
DIFFERENCE,N1,0
shop_name,N1,0
DPI13,N3,2
MANUFACTURERFULLNAMEID,N1,0
WordPath,N1,0
DepNum2,N2,1
MainMenu,N1,0
building_id,N1,0
enbnkacct,N2,1
PRECIPITATION_INCHES,N1,0
apt_id,N2,1
useracct,N2,1
HUC6,N3,2
UNIT_NAME,N1,0
Currency_Code,N1,0
applobj,N2,1
podropprss,N3,2
ohet,N3,2
vtreat,N2,1
player_api_id,N2,1
CHECKBOX15,N1,0
PaidToDate,N1,0
PDN15,N3,2
onhand,N1,0
OSCO,N3,2
RRR2,N3,2
INCSERVDOC,N2,1
metric,N1,0
PDF8,N3,2
ItemCodeTo,N1,0
TAXPYERSTA,N2,1
editinexp,N2,1
TAXRPTFRM,N2,1
META_PROCESSID,N1,0
START,N1,0
RCT8,N3,2
highlow,N1,0
i_ID,N3,2
journal,N1,0
MODIF09,N3,2
SRA2,N3,2
CIRCULATION_HISTORY,N1,0
ocpl,N3,2
FROZENCOMM,N2,1
cntrctstrt,N3,2
taxbleamnt,N2,1
TcsIntAcct,N3,2
family_name,N1,0
wrrntyEnd,N3,2
EMSDIASTOLIC,N2,1
ISDFLTINCT,N3,2
District,N1,0
accountability status by subgroup,N1,0
nhdareaeventfc_shape_index,N2,1
LAYERIDREF,N2,1
CRY1,N3,2
opdt,N3,2
rollobj,N2,1
BIG_SILVER,N1,0
RepDate,N2,1
truckbedtype,N1,0
CASHDISCFC,N2,1
osel,N3,2
PREFHE,N3,2
ChkOutTime,N2,1
task,N1,0
ItemSmmry,N2,1
SkinType,N1,0
NUMACTLVLS,N2,1
aqi2,N3,2
ROLLINLOC,N2,1
TRANSCRIPT_ID,N1,0
worabs,N2,1
GoaliesSC,N2,1
exemptamnt,N2,1
MgmtPriorityDetails,N2,1
opln,N3,2
LOAN,N1,0
ChannlBP,N2,1
PARAM,N2,1
nnm1,N3,2
AWFQ,N3,2
UDO3,N3,2
bankacc,N2,1
TRUCK_LICENCE_NUMBER,N1,0
HEADRESTDAM,N2,1
PredPctScM,N3,2
att1,N3,2
keyphraseName,N1,0
FACID,N2,1
TcsAcmBase,N3,2
CGEV,N3,2
item_status_code,N1,0
NewUsfLife,N2,1
OSRA,N3,2
sfi19,N3,2
TAXSUMORG,N2,1
WhShipTo,N2,1
WtaxTCode,N2,1
ATTRIINT37,N3,2
SUPERPOWER,N1,0
CESSAMNT,N2,1
taxcatver,N2,1
OWNERSHPBY,N2,1
inmtransse,N3,2
ASSESSMENT_METHOD,N1,0
objectc13,N3,2
filtcollpct,N2,1
TRN2,N3,2
mailed_to_address_id,N1,0
closetime,N1,0
ait13,N3,2
refnumfrom,N2,1
Instance,N1,0
CSTfPIS,N3,2
name_first,N1,0
enrolled_in,N1,0
tblFieldDataAmphibianCallCounts,N2,1
openblnc,N2,1
WhsTo1,N3,2
num_of_seasons,N1,0
EnblDpmTax,N3,2
assessyear,N1,0
returnrsn,N2,1
ByField,N2,1
PKField8,N3,2
ISDfNTIm,N3,2
PRQ6,N3,2
cancelled,N1,0
OTHER_LOG_DETAILS,N1,0
pickstatus,N1,0
IGE10,N3,2
wtinapact,N3,2
beltguideinsp,N2,1
apt_number,N2,1
CDC,N3,2
visingrid,N2,1
ActSep,N2,1
Coord_Units,N2,1
oacm,N3,2
prefhe,N3,2
CoverClass_Text,N1,0
SEVERITY,N1,0
CHKTYPE,N2,1
UnpDprAcc,N3,2
StrFiller,N2,1
QRYGROUP51,N2,1
PRQ19,N3,2
LOC_TYPE,N2,1
CHO3,N3,2
IEI4,N3,2
CapDate,N2,1
DescOW,N3,2
CRD11,N3,2
DATEFORMAT,N1,0
Business_Rates,N1,0
decay,N1,0
CCDEntry,N3,2
JENUMPPG,N3,2
SONNUM,N2,1
FrmFRNAmnt,N3,2
GDSMOVTYPE,N2,1
ScrapReason,N1,0
OACT,N3,2
CARGOSRC,N2,1
QUT26,N3,2
OP_7,N3,2
MINORDER,N2,1
Accountability Status,N1,0
accbasesum,N2,1
RRR5,N3,2
FAC1,N3,2
neighborhood,N1,0
respurchcr,N2,1
ethnicGroup,N1,0
institcode,N2,1
CostName9,N1,0
RESSTDEXP5,N3,2
Milliseconds,N1,0
BCGTAXSUM,N2,1
PRCRMNTMTD,N2,1
access,N1,0
DPI23,N3,2
VolumeLic,N2,1
BspDpmType,N2,1
ORSB,N3,2
Users,N1,0
matgrp,N2,1
cardtype,N1,0
sappassprt,N2,1
tbl_edit_log,N1,0
SPLITPAYAC,N2,1
SUM,N1,0
WHL2,N3,2
multiaddss,N2,1
frgnexpacc,N3,2
ArchBal,N2,1
DESERT,N1,0
IOFAMNT,N3,2
gs,N3,2
ExStrData1,N3,2
RESSTDEXP7,N3,2
TLU_BENTHICSPECIESROMN,N2,1
Period,N1,0
checksum,N1,0
UDF,N3,2
haswaterflbs,N2,1
RTABLE,N2,1
DOYEARSUM,N1,0
OEML,N3,2
WBDHU2,N3,2
DIGCRTPATH,N2,1
TAXCTGRBL,N3,2
UPirceType,N2,1
STUDENTS_IN_DETENTION,N1,0
candidate_details,N1,0
BUSFLOORCONFIGURATIONTYPEID,N1,0
BrdrRed,N2,1
staff_id,N1,0
days,N1,0
inc3,N3,2
TRAJDOC,N2,1
PAIDDPMF,N3,2
RcptDate,N2,1
diffpercnt,N2,1
USER,N1,0
wtr16,N3,2
ResSalesCr,N2,1
CostVal3,N2,1
g_lf,N3,2
ECCNo,N3,2
FOLDED,N1,0
IPD4,N3,2
vendtid,N2,1
atchentry,N2,1
APPSUBLINE,N2,1
salesorder,N1,0
CULTIVATIONCODE,N1,0
ForceReOrd,N2,1
CSV24,N3,2
poker_player_id,N1,0
ExPref8,N3,2
TAKER2ID,N1,0
MotorcycleSuspensionType,N1,0
REGION_CODE,N1,0
IPCAREA1_ALT,N2,1
QUERYDETLS,N2,1
cin27,N3,2
prbrand,N2,1
width,N1,0
StdCost5,N2,1
RDR28,N3,2
REVERSED,N1,0
addmunit,N2,1
ISACTIVED,N2,1
splittaxsc,N2,1
StckAppDSC,N3,2
WriteUpAcc,N2,1
WHShaamGrp,N3,2
BUIS83,N3,2
LATCHUSE,N1,0
cpi7,N3,2
isrelevant,N1,0
EXLINENO,N2,1
RULEINDEX,N1,0
cite,N1,0
EMSGCS,N3,2
partnerdbv,N2,1
T_RefDate,N2,1
shipping_agent_description,N1,0
STORE_NAME,N1,0
cpi3,N3,2
BASEPAID,N1,0
BATo,N3,2
KpiValue11,N3,2
NetValueFC,N2,1
Height1,N1,0
docsdata,N2,1
nhdlineeventfc_shape_index,N2,1
wifi,N2,1
NEXTCHCKNO,N2,1
CorrInv,N2,1
TMDL,N3,2
TBL_BENTHICLABMETADATA_SAMPLE_ID,N2,1
STRDATE,N2,1
DisplyMenu,N2,1
liked_id,N1,0
PAYMMETHOD,N2,1
TEXTSTYLE,N1,0
CLGCODE,N2,1
pricecurr,N2,1
nGPAdj,N3,2
srccalcsc,N2,1
PermId,N2,1
SUBPERIOD,N1,0
OpenPDiff,N2,1
RemindVal,N2,1
falsem,N2,1
DUNDATE,N2,1
depreccalc,N2,1
RootEcm2,N3,2
transLine,N2,1
ZeroBalDoc,N2,1
railway,N1,0
ABT1,N3,2
SPMAXAMNT,N2,1
cbsa,N3,2
errornum,N2,1
JKWGT29,N3,2
Witness_stake,N1,0
CapFactor3,N2,1
total_budget_percent_invested,N1,0
CODE,N1,0
UUID,N3,2
DOCLOCCURR,N2,1
CSI20,N3,2
voting_record,N1,0
BNKBCHDGTS,N2,1
activityid,N1,0
date_and_date,N1,0
linkact_30,N2,1
user_reviews,N1,0
LegalTCD,N3,2
citcity,N2,1
CURRENT-TERMS,N1,0
ExpAppl,N2,1
OMAO,N3,2
STREAMLEVEL,N1,0
route,N1,0
MANUFACTURERFULLNAME,N1,0
FLDINDEX,N2,1
src_ap,N3,2
isentitled,N1,0
concactnum,N2,1
GBI12,N3,2
dfactcurr,N2,1
dflseries,N2,1
aspect,N1,0
ActCustom,N2,1
WTQ23,N3,2
OrderParty,N1,0
SENDINTRNL,N2,1
MAINTENANCE_ENGINEERS,N1,0
fastestlap,N1,0
AMR1,N3,2
OPRI,N3,2
authorder,N1,0
VolumDscnt,N2,1
eZipCode,N1,0
railway_id,N1,0
EMSGCSMOTOR,N3,2
cdcplane,N2,1
Investor_details,N1,0
RFSIDEDEPTIME,N3,2
cgstbamt,N3,2
maxsumloc,N2,1
tiremanuf,N2,1
notes_id,N1,0
AltTaxIdB,N2,1
ANNM,N3,2
Length,N1,0
NHDLineEventFC_Shape_Index,N2,1
rpc18,N3,2
OWTM,N3,2
Dish,N1,0
SOURCEIP,N2,1
AttriTxt6,N3,2
Credit,N1,0
asset_details,N1,0
C2,N3,2
arsc,N3,2
itmfrom1,N2,1
OWTJ,N3,2
validto,N1,0
otcn,N3,2
ACTUAL_ORDER_PRODUCTS,N1,0
QRYGROUP24,N2,1
PERFORMER_ID,N1,0
ado2,N3,2
max_page_size,N1,0
friend,N1,0
OHTM,N3,2
SORTLEVEL,N1,0
NHDFEATURETOMETADATA,N2,1
REGISTRATION,N1,0
MPD,N3,2
OCMM,N3,2
origfield,N2,1
BANKNAME,N1,0
film_actor,N1,0
appleqsc,N2,1
ExpAppldSC,N3,2
RecTime,N2,1
USEWEIGHT,N1,0
AllowNeg,N2,1
ISDFLTPATH,N3,2
AcctBkName,N2,1
copy_number,N1,0
DEPARTMENT,N1,0
Invert Order,N2,1
Insurance,N1,0
CRDGRPVNDR,N3,2
Param_15,N3,2
CPI7,N3,2
BOEREC,N3,2
epa_delisted_date,N2,1
ExternCode,N2,1
building,N1,0
dim2relvnt,N2,1
CmpCNPJ,N3,2
DATE_VALID_TO,N1,0
VPM8,N3,2
LLEFMAbs,N3,2
OCRV,N3,2
attendance,N1,0
LetterFee,N1,0
ELGAMNT,N3,2
WTPOSTED,N2,1
SCHVERSION,N2,1
subscription_type,N1,0
NUM_EMPLOYEES,N1,0
KPI1,N3,2
mltpbrnchs,N2,1
CtgrAxis2,N2,1
ApplGrs,N3,2
pos,N2,1
AccExtern,N2,1
FAXNUM,N2,1
FRNTBUMP,N2,1
tlu_topo_position,N2,1
OCST,N3,2
PriceFOB,N3,2
DLN12,N3,2
TtlExpndLC,N3,2
ByCompany,N1,0
recnum,N2,1
CountQty,N2,1
AccTVarAR,N3,2
TBLFIELDDATAMINNOWTRAPSURVEYS,N2,1
LISTS_USERS,N1,0
internalSN,N2,1
mbaonap,N3,2
Time_of_day,N1,0
SeriesNotes,N1,0
Fee,N1,0
Hosts,N1,0
PRFTCENT4,N3,2
LogoutTime,N1,0
sales team,N1,0
ado14,N3,2
engineturboid,N1,0
shipment_tracking_number,N1,0
country,N1,0
OCMT,N3,2
swimmer_id,N1,0
oei27,N3,2
IsGroup,N1,0
SHORTAGES,N1,0
SourceBeginGen,N2,1
ALLOWEFROM,N1,0
STRINDEX,N2,1
TAASPURCAC,N3,2
aoa4,N3,2
oei24,N3,2
COSTFC,N2,1
dlocation,N2,1
baserownum,N2,1
G_PH,N3,2
TUESTART,N2,1
minlevel,N2,1
docnumber,N2,1
dflbnkacct,N3,2
LAT_DIR,N2,1
Connector,N1,0
inc10,N3,2
renewal,N1,0
oirc,N3,2
order_item_id,N1,0
isdfntim,N3,2
ftrodrssum,N3,2
PURBALACT,N2,1
ChkQtyINV,N2,1
officers,N1,0
surapplfc,N3,2
HEADQUARTERS,N1,0
BinAttr3F,N3,2
OTPW,N3,2
EDOCDFLT,N3,2
SPP2,N3,2
ownername,N1,0
tweets,N1,0
OpenAlloc,N2,1
SALESORDER,N1,0
CancResp,N2,1
spdpacc1,N3,2
paramdata,N2,1
SalesDisc,N2,1
iscommited,N1,0
vatidnum,N2,1
tluBehavior,N2,1
WHEELBASEIN_FROM,N2,1
AIT7,N3,2
vatappldsc,N3,2
onceat,N1,0
PRTYPE,N2,1
EFRETRY,N2,1
ChkInTime,N2,1
SRCTAXACCT,N2,1
crcode,N2,1
CONCERTI,N2,1
NETMASSSGN,N2,1
CEDivis,N3,2
APDOCORDNO,N2,1
years_as_tallest,N1,0
srctable,N2,1
PQT28,N3,2
document_functional_areas,N1,0
LINKACT_2,N2,1
ManageSnB,N2,1
PostingTyp,N2,1
statcode,N2,1
CMI_Cross_References,N2,1
PBnkBranch,N2,1
CREDITDAY1,N1,0
EXPENSESSC,N2,1
creddeb,N2,1
LowValIndex,N2,1
WTHAMNT,N3,2
lanecenteringassistanceid,N1,0
cstmacting,N2,1
SUBBKNIRE,N3,2
Attributes,N1,0
STDCOST1,N2,1
maxwidth,N1,0
image_id,N1,0
DflAccount,N2,1
EffctAftr,N2,1
Participants_in_Events,N1,0
STATION_ID,N1,0
effctaftr,N2,1
RefundAcct,N2,1
Tourist_Attraction_ID,N1,0
PRODUCTVENDOR,N1,0
AUOM,N3,2
PACNAME,N2,1
REV,N2,1
taxdate,N1,0
OCTT,N3,2
AVT1,N3,2
haexistboe,N2,1
ONOA,N3,2
TLU_CAN_POS,N2,1
fileseqnno,N2,1
stornodate,N1,0
BALDUEDEB,N2,1
NEGAMOUNT,N2,1
kpiname,N2,1
EngKBCard,N2,1
CEDivision,N2,1
inclasscat,N2,1
FromMoney,N1,0
GSTType,N2,1
CPI7,N3,2
ErrAct,N2,1
livi1,N3,2
DEPLOYTIME,N1,0
APT_FEATURE_3,N2,1
por25,N3,2
CFOPOUT,N3,2
autoitw,N2,1
TAXADJUST,N1,0
emailonadd,N1,0
txexmxvdtp,N3,2
CompQualif,N2,1
rrr16,N3,2
PayEngSt1,N3,2
prodcode,N1,0
clszodiffr,N2,1
RIN16,N3,2
country_id,N1,0
OpenAmtAP,N2,1
transaction_id,N1,0
DWZ1,N3,2
showjdt,N3,2
PNUMBER,N2,1
SizeOfSeg7,N2,1
functional_area_code,N1,0
ARRIVAL_DATE,N1,0
QUOTATIONS,N1,0
Decay,N1,0
SMTPNAME,N2,1
faxnum,N2,1
OrigTrnsId,N3,2
OCHP,N3,2
bankmatch,N1,0
ITMINDEX,N2,1
STOCKACT,N2,1
DBUSER,N2,1
sntype,N3,2
sfc19,N3,2
CDRVERREPT,N3,2
PAGES,N1,0
pkgname,N1,0
VTREAT,N2,1
jvtransid,N2,1
pqt20,N3,2
Segment_0,N1,0
OTCN,N3,2
invoice,N1,0
ChlnBank,N2,1
shipping_method,N1,0
vatpaid,N2,1
ResRevenue,N2,1
free84,N1,0
shipping_method,N1,0
CHRCTRSTCS,N2,1
spec,N2,1
ITMTAXTYPE,N2,1
sriuniqfld,N3,2
id,N2,1
headerid,N1,0
B1SalesApp,N2,1
CPDQTY,N3,2
motdes,N2,1
AttriAm49,N3,2
btwdecprov,N2,1
coord_units,N2,1
WghtFactor,N2,1
datasubjct,N2,1
amr1,N3,2
SelfInvoic,N2,1
MAXCHOOSE,N1,0
ENBLFTZ,N3,2
dftarcode,N3,2
DEPARTMENTS,N1,0
airbagloccurtainid,N2,1
AIRPORT_AIRCRAFT,N1,0
LASTREVDAT,N2,1
mrv2,N3,2
ACCWTAXSC,N3,2
doctypein,N2,1
CrtDate,N2,1
Y,N3,2
CINJURED,N2,1
SmRnNtWTx,N3,2
RefCode,N2,1
OBMI,N3,2
visit_end_datetime,N1,0
gtsbiladdr,N2,1
WBDLINE,N2,1
PCH14,N3,2
date_of_enrolment,N1,0
dnum,N3,2
wtinvcatss,N3,2
add_name,N1,0
nbsbvatfc,N3,2
ERRREASON,N2,1
reftype,N2,1
edocpass,N2,1
Database_title,N1,0
BELTANCHORINSP,N2,1
NUMPERMSR2,N2,1
CTYCDCURYR,N3,2
DEFFILTER,N2,1
GRANT_END_DATE,N1,0
AQI2,N3,2
commentsromn,N3,2
EnBnkAcct,N2,1
ISW3,N3,2
birth_state,N1,0
transtotec,N2,1
NumVal1,N2,1
TO_FC,N3,2
toref1,N2,1
serialnot,N2,1
INVAMTAR,N3,2
payengst2,N3,2
