native_identifier,table_or_column,source_database,native_naturalness,N1_identifier,N2_identifier,N3_identifier
NumOfDays,column,SBODemoUS,N1,NumOfDays,NumDays,NOD
NumOfJEs,column,SBODemoUS,N2,number_of_journal_entries,NumOfJEs,NOJ
NonDdctAct,column,SBODemoUS,N3,non_deductible_account,non_ded_acc,NonDdctAct
NonDdctPrc,column,SBODemoUS,N3,nonDeductiblePercentage,non_ded_pct,NonDdctPrc
NumOfPmnts,column,SBODemoUS,N2,number_of_payments,NumOfPmnts,Nop
NoSU,column,SBODemoUS,N3,number_of_shipping_unit,num_of_ship_unit,NoSU
NamePos,column,SBODemoUS,N2,name_positioning_set,NamePos,Nm_P
NaturalPer,column,SBODemoUS,N2,natural_person,NaturalPer,Nt_Pr
NetProc,column,SBODemoUS,N2,net_procedure,NetProc,Nt_prc
NewPage,column,SBODemoUS,N1,NewPage,NwPg,NPg
NegPymAcct,column,SBODemoUS,N2,negative_payment_bank_account,NegPymAcct,NPA
NegPymBnk,column,SBODemoUS,N2,negative_payment_bank_code,NegPymBnk,NPBnk
NegPymCode,column,SBODemoUS,N2,negative_payment_code,NegPymCode,NPC
NxtPmntDat,column,SBODemoUS,N2,next_payment_run_date,NxtPmntDat,NPD
NdPercent,column,SBODemoUS,N2,non_deductible_percentage,NdPercent,NPercent
NumPerMsr,column,SBODemoUS,N2,unit_of_measure_value,NumPerMsr,NPM
NumPerMsr2,column,SBODemoUS,N2,purchase_sale_uom_value_base_unit,NumPerMsr2,NPM2
NeedQty,column,SBODemoUS,N2,consider_quantity_of_items,NeedQty,NQty
NumRepArs,column,SBODemoUS,N2,number_of_repetitive_areas,NumRepArs,NRA
NotResdSch,column,SBODemoUS,N2,not_resident_schumacker,NotResdSch,NRS
NumResUnit,column,SBODemoUS,N2,number_of_resource_units,NumResUnit,NRU
NextSeg,column,SBODemoUS,N2,next_segment_item_number,NextSeg,NSg
Namespace,column,SBODemoUS,N1,Namespace,Nmspce,NS
NegStckAct,column,SBODemoUS,N2,negative_inventory_adj_account,NegStckAct,NSA
NodeStr,column,SBODemoUS,N2,node_string_list,NodeStr,NStr
NegTrans,column,SBODemoUS,N2,include_negative_transactions,NegTrans,NgTr
Note,column,SBODemoUS,N1,Note,Not,Nt
Nettable,column,SBODemoUS,N1,Nettable,Nettbl,Ntbl
Notify,column,SBODemoUS,N1,Notify,Ntfy,Ntfy
NotifyASN,column,SBODemoUS,N2,notification_availed_sn,NotifyASN,NtfyASN
NfTaxId,column,SBODemoUS,N2,nota_fiscal_tax_category_id,NfTaxId,NTI
Ntnlty,column,SBODemoUS,N3,nationality,natonlty,Ntnlty
NotPermit,column,SBODemoUS,N1,NotPermit,NtPrmt,NtPmt
Notes,column,SBODemoUS,N1,Notes,Nts,Nts
NTSApprNo,column,SBODemoUS,N3,nts_approval_number,nts_apprv_num,NTSApprNo
NTSApprov,column,SBODemoUS,N3,nts_approved,nts_apprvd,NTSApprov
NTSeTaxNo,column,SBODemoUS,N2,e_tax_number,NTSeTaxNo,NTSN
NTSWebSite,column,SBODemoUS,N2,e_tax_website,NTSWebSite,NTSWbSt
NewTtlUnit,column,SBODemoUS,N2,new_total_units,NewTtlUnit,NTU
NetWeight,column,SBODemoUS,N1,NetWeight,NetWt,NtWt
Numerator,column,SBODemoUS,N1,Numerator,Numrtr,Num
NfeValue,column,SBODemoUS,N2,nfe_value,NfeValue,NVal
NextDate,column,SBODemoUS,N1,NextDate,NxtDt,NxDt
NextCheck,column,SBODemoUS,N1,NextCheck,NxtChk,NxtChk
NextChckNo,column,SBODemoUS,N2,next_check_number,NextChckNo,NxtChkNo
Open_Date,column,SBODemoUS,N1,Open_Date,Opn_Dt,O_Dt
originID,column,SBODemoUS,N1,originID,OrgID,O_ID
Open_Time,column,SBODemoUS,N1,Open_Time,Opn_Tm,O_Tm
Operator1,column,SBODemoUS,N1,Operator1,Opr1,O1
Operator2,column,SBODemoUS,N1,Operator2,Oprtr2,O2
ObjAbs,column,SBODemoUS,N2,object_abstract,ObjAbs,OA
OpenAlloc,column,SBODemoUS,N2,open_allocation_value,OpenAlloc,Opn_A
OpenAmtAP,column,SBODemoUS,N2,open_amount_ap,OpenAmtAP,OAA
OpenAmtAR,column,SBODemoUS,N2,open_amount_ar,OpenAmtAR,OAAR
OriActCode,column,SBODemoUS,N2,original_account_code,OriActCode,OAC
OACG,table,SBODemoUS,N3,account_category_table,acct_cat_tbl,OACG
OACP,table,SBODemoUS,N3,periods_category,prd_ctg,OACP
OACQ,table,SBODemoUS,N3,capitalization_table,cap_tbl,OACQ
OACS,table,SBODemoUS,N3,asset_classes,Asst_Cls,OACS
OACT,table,SBODemoUS,N3,general_ledger_accounts_table,gl_accts_tbl,OACT
OADT,table,SBODemoUS,N3,fixed_assets_account_determination,fxd_ast_acct_det,OADT
OwnAbsEnt,column,SBODemoUS,N2,owning_document_absolute_entry,OwnAbsEnt,OAE
OAGP,table,SBODemoUS,N3,agent_name,agt_nm,OAGP
OAGS,table,SBODemoUS,N3,asset_groups,Asst_Grps,OAGS
OALI,table,SBODemoUS,N3,alternative_items_2,alt_items_2,OALI
OriActName,column,SBODemoUS,N2,original_account_name,OriActName,OAN
OARG,table,SBODemoUS,N3,customs_groups,CstmGrps,OARG
OASC,table,SBODemoUS,N3,account_segmentation_categories,acct_seg_cats,OASC
OASG,table,SBODemoUS,N3,account_segmentation,acct_seg,OASG
OpenBal,column,SBODemoUS,N2,opening_balance_amount,OpenBal,OpB
OpenBlnc,column,SBODemoUS,N2,opening_stock,OpenBlnc,OpNl
OrdersBal,column,SBODemoUS,N2,open_orders_balance,OrdersBal,OrBl
OrdBalAct,column,SBODemoUS,N2,ordinary_balance_account,OrdBalAct,OBA
OBBranch,column,SBODemoUS,N2,divide_totals_by_branch,OBBranch,OBBch
OBCD,table,SBODemoUS,N3,bar_code_master_data,bc_md,OBCD
OriBDocTyp,column,SBODemoUS,N2,original_base_document_type,OriBDocTyp,OBDT
OpenBalFc,column,SBODemoUS,N2,open_balance_amount_functional_currency,OpenBalFc,OpBFC
OBFC,table,SBODemoUS,N3,bin_field_configuration,bin_field_conf,OBFC
OrderBalFC,column,SBODemoUS,N2,open_orders_balance_business_partner_currency,OrderBalFC,OB_FC
OBFilter,column,SBODemoUS,N2,opening_balances_filter,OBFilter,OBFil
OBGD,table,SBODemoUS,N3,budget_cost_assessment_method,bgt_cost_assess_method,OBGD
OBGS,table,SBODemoUS,N3,budget_scenario_table,bgt_scenario,OBGS
OBGT,table,SBODemoUS,N3,budget_table,Bdgt_Tbl,OBGT
OBIncluded,column,SBODemoUS,N2,add_opening_balance_for_period,OBIncluded,OBI
OBIN,table,SBODemoUS,N3,bin_location,Bin_Loc,OBIN
Object,column,SBODemoUS,N2,object,Object,Obj
ObjectC1,column,SBODemoUS,N3,c1_character,c1_char,ObjectC1
ObjectC10,column,SBODemoUS,N3,c10_character,c10_char,ObjectC10
ObjectC11,column,SBODemoUS,N3,c11_character,c11_char,ObjectC11
ObjectC12,column,SBODemoUS,N3,c12_character,c12_char,ObjectC12
ObjectC13,column,SBODemoUS,N3,c13_character,c13_char,ObjectC13
ObjectC14,column,SBODemoUS,N3,c14_character,c14_char,ObjectC14
ObjectC15,column,SBODemoUS,N3,c15_character,c15_char,ObjectC15
ObjectC16,column,SBODemoUS,N3,c16_character,c16_char,ObjectC16
ObjectC17,column,SBODemoUS,N3,report_object_c17,obj_c17,ObjectC17
ObjectC18,column,SBODemoUS,N3,report_object_c18,obj_c18,ObjectC18
ObjectC19,column,SBODemoUS,N3,report_object_c19,obj_c19,ObjectC19
ObjectC2,column,SBODemoUS,N3,c2_character,c2_char,ObjectC2
ObjectC20,column,SBODemoUS,N3,report_object_c20,obj_c20,ObjectC20
ObjectC21,column,SBODemoUS,N3,report_object_c21,obj_c21,ObjectC21
ObjectC22,column,SBODemoUS,N3,report_object_c22,obj_c22,ObjectC22
ObjectC23,column,SBODemoUS,N3,report_object_c23,obj_c23,ObjectC23
ObjectC25,column,SBODemoUS,N3,report_object_c25,obj_c25,ObjectC25
ObjectC26,column,SBODemoUS,N3,report_object_c26,obj_c26,ObjectC26
ObjectC3,column,SBODemoUS,N3,c3_character,c3_char,ObjectC3
ObjectC4,column,SBODemoUS,N3,c4_object,C4_Obj,ObjectC4
ObjectC5,column,SBODemoUS,N3,c5_character,C5_Char,ObjectC5
ObjectC6,column,SBODemoUS,N3,c6_character,c6_char,ObjectC6
ObjectC7,column,SBODemoUS,N3,c7_character,c7_char,ObjectC7
ObjectC8,column,SBODemoUS,N3,c8_character,C8_Char,ObjectC8
ObjectC9,column,SBODemoUS,N3,c9_character,c9_char,ObjectC9
ObjectType,column,SBODemoUS,N1,ObjectType,ObjctType,ObjType
OriBLinNum,column,SBODemoUS,N2,original_base_document_line_number,OriBLinNum,OBLN
OBOB,table,SBODemoUS,N3,business_object_brief,bus_obj_brf,OBOB
OBOL,table,SBODemoUS,N3,business_object_link_table,biz_obj_link_tbl,OBOL
OBPL,table,SBODemoUS,N3,business_place_table,bus_place_tbl,OBPL
OBPP,table,SBODemoUS,N3,business_partner_priorities_table,bp_priorities_tbl,OBPP
OpenBalSc,column,SBODemoUS,N2,open_balance_amount_sc,OpenBalSc,OB_sc
OrderBalSy,column,SBODemoUS,N2,open_orders_balance_sc,OrderBalSy,OBS
OBSL,table,SBODemoUS,N3,warehouse_sublevel,whs_sublvl,OBSL
OBTL,table,SBODemoUS,N3,bin_transaction_log,bin_trans_log,OBTL
OBTN,table,SBODemoUS,N3,batch_numbers_master_data,btch_nums_mstr_data,OBTN
OBTQ,table,SBODemoUS,N3,batch_no_quantities,btch_no_qtys,OBTQ
OBTW,table,SBODemoUS,N3,batch_attributes_location,btch_attr_loc,OBTW
OBVL,table,SBODemoUS,N3,serial_numbers_batch_valuation_log,srl_nums_btch_val_log,OBVL
ObjCode,column,SBODemoUS,N2,object_code,ObjCode,Obj_C
OpenCogs,column,SBODemoUS,N2,open_cogs_value,OpenCogs,O_COGS
OrderCalc,column,SBODemoUS,N2,order_calc,OrderCalc,Or_Clc
OrigCurr,column,SBODemoUS,N2,original_currency,OrigCurr,Org_cr
OrignCurr,column,SBODemoUS,N2,originalCurrency,OrignCurr,or_cr
OverCode,column,SBODemoUS,N1,OverCode,OvrCode,ov_cd
OwnerCode,column,SBODemoUS,N1,OwnerCode,Ownr_Cd,OC
OverCode2,column,SBODemoUS,N1,OverCode2,OvrCd2,OC2
OverCode3,column,SBODemoUS,N1,OverCode3,OvrCd3,OC3
OpCode347,column,SBODemoUS,N2,operation_code_347,OpCode347,OC347
OverCode4,column,SBODemoUS,N1,OverCode4,OvrCd4,OC4
OverCode5,column,SBODemoUS,N1,OverCode5,OvrCd5,OC5
OtrCtlAcct,column,SBODemoUS,N2,other_receivable_payable,OtrCtlAcct,OCA
OccurCode,column,SBODemoUS,N2,occurrence_code,OccurCode,OcCd
OCClrAct,column,SBODemoUS,N3,outgoing_cenvat_clearing_account,outg_cenvat_clr_acct,OCClrAct
OCCS,table,SBODemoUS,N3,cycle_count_determination,cycle_cnt_det,OCCS
OCDC,table,SBODemoUS,N3,cash_discount_table,Csh_Dscnt_Tbl,OCDC
OCEM,table,SBODemoUS,N3,cost_element_table,Cst_Elm_Tbl,OCEM
OCFL,table,SBODemoUS,N3,cash_flow_additional_transactions,cf_addl_trans,OCFL
OCFN,table,SBODemoUS,N3,common_functions_widget,cmn_fnc_widget,OCFN
OCFT,table,SBODemoUS,N3,cash_flow_transactions_rows,csh_flw_trnsctns_rows,OCFT
OCFW,table,SBODemoUS,N3,cash_flow_line_item,csh_flw_ln_itm,OCFW
OCHH,table,SBODemoUS,N3,check_register_table,chk_reg_tbl,OCHH
OCHO,table,SBODemoUS,N3,checks_for_payment_table,chks_for_pmt_tbl,OCHO
OCIP,table,SBODemoUS,N3,integration_packages_configuration,intgrtn_pkgs_config,OCIP
OCLA,table,SBODemoUS,N3,activity_status_table,actvty_stat_tbl,OCLA
OCLG,table,SBODemoUS,N3,activities_table,actvts_tbl,OCLG
OCLO,table,SBODemoUS,N3,meetings_location,mtgs_loc,OCLO
OCLS,table,SBODemoUS,N3,activity_subjects_table,actvty_subj_tbl,OCLS
OCLT,table,SBODemoUS,N3,activity_types_table,actvty_typ_tbl,OCLT
OCMM,table,SBODemoUS,N3,communication_media_table,comm_media_tbl,OCMM
OCMT,table,SBODemoUS,N3,competitors_table,cmpttrs_tbl,OCMT
OprCount,column,SBODemoUS,N2,open_opportunities,OprCount,OCnt
OCOG,table,SBODemoUS,N3,commission_groups,Comm_Grps,OCOG
OCPN,table,SBODemoUS,N3,campaign_table,cmpgn_tbl,OCPN
OCPR,table,SBODemoUS,N3,contact_persons_table,cntct_prsns_tbl,OCPR
OCPT,table,SBODemoUS,N3,cockpit_main_table,Ckpt_Main_Tbl,OCPT
OpenCreQty,column,SBODemoUS,N2,credit_memo_amount,OpenCreQty,OCQ
OCQG,table,SBODemoUS,N3,card_properties,crd_props,OCQG
OCR1,table,SBODemoUS,N3,distribution_rule_rows,dist_rule_rows,OCR1
OCRB,table,SBODemoUS,N3,business_partner_bank_account,BP_Bnk_Acc,OCRB
OcrChkDim2,column,SBODemoUS,N3,checkbox_dimension_2,chkbox_dim_2,OcrChkDim2
OcrChkDim3,column,SBODemoUS,N3,checkbox_dimension_3,chkbox_dim_3,OcrChkDim3
OcrChkDim4,column,SBODemoUS,N3,dimension_4_checkbox,dim_4_chkbox,OcrChkDim4
OcrChkDim5,column,SBODemoUS,N3,dimension_5_checkbox,dim_5_chkbox,OcrChkDim5
OcrCode,column,SBODemoUS,N3,distribution_rule,dist_rule,OcrCode
OcrCode1,column,SBODemoUS,N3,costing_code_1,Cstng_Cd_1,OcrCode1
OcrCode2,column,SBODemoUS,N3,distribution_rule2,dist_rule2,OcrCode2
OcrCode3,column,SBODemoUS,N3,distribution_rule3,dist_rule3,OcrCode3
OcrCode4,column,SBODemoUS,N3,distribution_rule_4,dist_rule_4,OcrCode4
OcrCode5,column,SBODemoUS,N3,distribution_rule_5,dist_rule_5,OcrCode5
OCRD,table,SBODemoUS,N3,business_partner_table,bus_part_table,OCRD
OcrFrom2,column,SBODemoUS,N3,from_costing_code_2,frm_Cstng_Cd_2,OcrFrom2
OcrFrom3,column,SBODemoUS,N3,from_costing_code_3,frm_Cstng_Cd_3,OcrFrom3
OcrFrom4,column,SBODemoUS,N3,from_costing_code_4,frm_cst_cd_4,OcrFrom4
OcrFrom5,column,SBODemoUS,N3,from_costing_code_5,frm_cst_cd_5,OcrFrom5
OCRG,table,SBODemoUS,N3,card_groups,crd_grps,OCRG
OCRH,table,SBODemoUS,N3,credit_card_management_table,cc_mgmt_tbl,OCRH
OCRT,table,SBODemoUS,N3,crdb_tables_tree_list,crdb_tbls_tree_lst,OCRT
OcrTo2,column,SBODemoUS,N3,to_costing_code_2,to_cost_cd_2,OcrTo2
OcrTo3,column,SBODemoUS,N3,to_costing_code_3,to_cost_cd_3,OcrTo3
OcrTo4,column,SBODemoUS,N3,to_costing_code_4,to_cc_4,OcrTo4
OcrTo5,column,SBODemoUS,N3,to_costing_code_5,to_cost_cd_5,OcrTo5
OCRV,table,SBODemoUS,N3,credit_payments,Crdt_Paymnts,OCRV
OCRW,table,SBODemoUS,N3,business_partner_iis_annual_table,bp_iis_ann_tbl,OCRW
OCTG,table,SBODemoUS,N3,payment_terms_table,Pymnt_Terms_Tbl,OCTG
OCTR,table,SBODemoUS,N3,service_contracts_table,svc_cntrcts_tbl,OCTR
OCTT,table,SBODemoUS,N3,contract_template_table,cntrct_tmplt_tbl,OCTT
OCYC,table,SBODemoUS,N3,cycle_table,Cyc_Tbl,OCYC
OpenDate,column,SBODemoUS,N1,OpenDate,OpnDt,Op_D
OrigDate,column,SBODemoUS,N2,original_date,OrigDate,Or_Dt
OrdDprAct,column,SBODemoUS,N2,ordinary_depreciation_account,OrdDprAct,ODA
OrdDprAct1,column,SBODemoUS,N2,ordinary_depreciation_actual_1,OrdDprAct1,ODA1
ODAB,table,SBODemoUS,N3,dashboard_table,dash_tbl,ODAB
OrdDprAmt,column,SBODemoUS,N2,ordinary_depreciation_amount,OrdDprAmt,ODAmt
ODCC,table,SBODemoUS,N3,dashboard_cache_configuration,dash_cache_config,ODCC
ODDT,table,SBODemoUS,N3,withholding_tax_deduction_hierarchy,wthldg_tax_dedctn_hrchy,ODDT
ODIM,table,SBODemoUS,N3,cost_accounting_dimension,cost_acct_dim,ODIM
ODLN,table,SBODemoUS,N3,delivery_table,delvry_tbl,ODLN
ODMC,table,SBODemoUS,N3,general_ledger_account_determination_criteria_inventory,gl_acc_det_crit_inv,ODMC
ODOR,table,SBODemoUS,N3,doubtful_debts_table,doubtful_debts_tbl,ODOR
OrdDprPlan,column,SBODemoUS,N2,ordinary_depreciation_plan,OrdDprPlan,Or_DP
OrdDprPost,column,SBODemoUS,N2,ordinary_depreciation_posted,OrdDprPost,Or_DPst
ODPA,table,SBODemoUS,N3,fixed_asset_depreciation_areas,fxd_ast_depr_areas,ODPA
ODPH,table,SBODemoUS,N3,demand_planning_template,dmd_pln_tmplt,ODPH
ODPS,table,SBODemoUS,N3,deposit_table,Dep_Table,ODPS
ODPV,table,SBODemoUS,N3,fixed_assets_depreciation_value,fxd_ast_dep_val,ODPV
ODRC,table,SBODemoUS,N3,general_ledger_account_determination_criteria_resources,gl_acc_det_crit_res,ODRC
ODRF,table,SBODemoUS,N3,drafts_table,drfts_tbl,ODRF
ODRN,table,SBODemoUS,N3,depreciation_run,deprctn_run,ODRN
ODSC,table,SBODemoUS,N3,bank_codes_table,bnk_cd_tbl,ODSC
ODTP,table,SBODemoUS,N3,fixed_assets_depreciation_types,fxd_ast_depr_types,ODTP
ODUN,table,SBODemoUS,N3,dunning_letters_table,dunning_ltrs_tbl,ODUN
ODUT,table,SBODemoUS,N3,dunning_terms_table,Dunn_Terms_Tbl,ODUT
ODW1,table,SBODemoUS,N3,default_open_documents,def_open_docs,ODW1
OpenExp,column,SBODemoUS,N2,open_expenses_value,OpenExp,OE
OExpAlloc,column,SBODemoUS,N2,open_expenses_allocation,OExpAlloc,OEAl
OthExpAcct,column,SBODemoUS,N2,other_expenses_account,OthExpAcct,OthEA
OECM,table,SBODemoUS,N3,electronic_communication_types_protocols,elec_comm_types_protocols,OECM
OpenEDiff,column,SBODemoUS,N2,open_exchange_rate_diff_value,OpenEDiff,OED
OEGP,table,SBODemoUS,N3,email_group_table,eml_grp_tbl,OEGP
OriFormat,column,SBODemoUS,N2,original_format_code,OriFormat,OF
OFAA,table,SBODemoUS,N3,asset_attributes,ast_attr,OFAA
officeExt,column,SBODemoUS,N2,office_extension,officeExt,OfcExt
OFCT,table,SBODemoUS,N3,sales_forecast_table,sles_fcst_tbl,OFCT
officeTel,column,SBODemoUS,N2,office_phone,officeTel,OfcTel
OFIX,table,SBODemoUS,N3,fixed_asset_transactions,fxd_ast_trans,OFIX
OpenForLaC,column,SBODemoUS,N2,open_for_landed_costs,OpenForLaC,OFLC
OFLT,table,SBODemoUS,N3,report_selection_criteria,rpt_slct_crit,OFLT
OFPR,table,SBODemoUS,N3,posting_period_table,Pstng_Per_Tbl,OFPR
OFRC,table,SBODemoUS,N3,financial_report_categories,fin_rpt_cats,OFRC
OFRT,table,SBODemoUS,N3,financial_report_templates,fin_rpt_templates,OFRT
OGAR,table,SBODemoUS,N3,general_ledger_account_advanced_rules,gl_acct_adv_rules,OGAR
OnHand,column,SBODemoUS,N1,OnHand,OnHnd,OH
OnHoldAct,column,SBODemoUS,N2,capital_goods_on_hold_account,OnHoldAct,OHA
OHED,table,SBODemoUS,N3,education_types,edu_types,OHED
OHEM,table,SBODemoUS,N3,employees_table,empl_table,OHEM
OHET,table,SBODemoUS,N3,human_resources_employee_transfer_table,hr_emp_trans_table,OHET
OHFC,table,SBODemoUS,N3,hide_functions_configuration,hid_func_config,OHFC
onHldLimt,column,SBODemoUS,N2,capital_goods_on_hold_limit,onHldLimt,OHL
OHLD,table,SBODemoUS,N3,holiday_table,hldy_tbl,OHLD
OHMM,table,SBODemoUS,N3,sap_hana_model_management,sap_hana_mm,OHMM
OnHldPert,column,SBODemoUS,N2,capital_goods_on_hold_percent,OnHldPert,OHP
OHPS,table,SBODemoUS,N3,employee_position_table,empl_pos_tbl,OHPS
OnHandQty,column,SBODemoUS,N2,on_hand_quantity,OnHandQty,OHQ
OHST,table,SBODemoUS,N3,employee_status_table,empl_stat_tbl,OHST
OnHoldTaxF,column,SBODemoUS,N2,on_hold_tax_amount_functional_currency,OnHoldTaxF,OHTF
OHTM,table,SBODemoUS,N3,employee_teams,empl_teams,OHTM
OHTR,table,SBODemoUS,N3,termination_reason_table,trmntn_rsn_tbl,OHTR
OnHoldTaxS,column,SBODemoUS,N2,on_hold_tax_amount_sc,OnHoldTaxS,OHTS
OnHoldTax,column,SBODemoUS,N2,on_hold_tax_amount,OnHoldTax,OHTx
OHTY,table,SBODemoUS,N3,employee_types,Emp_Types,OHTY
OpprId,column,SBODemoUS,N2,related_opportunity,OpprId,Op_ID
OprId,column,SBODemoUS,N2,opportunity_key,OprId,OpID
OrdrIntrvl,column,SBODemoUS,N2,order_interval,OrdrIntrvl,Or_Int
OrigItem,column,SBODemoUS,N2,original_item,OrigItem,Org_Itm
OthIncAcct,column,SBODemoUS,N2,other_incomes_account,OthIncAcct,OIA
OIBQ,table,SBODemoUS,N3,item_bin_accumulator,itm_bin_accm,OIBQ
ObjID,column,SBODemoUS,N2,object_id,ObjID,Ob_ID
ObjectID,column,SBODemoUS,N1,ObjectID,ObjctID,ObID
OrigImpDat,column,SBODemoUS,N2,original_bill_of_entry_date,OrigImpDat,OrgID
OwnerID,column,SBODemoUS,N1,OwnerID,OwnrID,OwID
OIDT,table,SBODemoUS,N3,employee_id_type_table,empl_id_typ_tbl,OIDT
OIGW,table,SBODemoUS,N3,item_group_warehouse,itm_grp_whse,OIGW
OILM,table,SBODemoUS,N3,inventory_log_message,inv_log_msg,OILM
OIMT,table,SBODemoUS,N3,inventory_je_templates,inv_je_templates,OIMT
OrigImpNo,column,SBODemoUS,N2,original_bill_of_entry_number,OrigImpNo,OIN
OINS,table,SBODemoUS,N3,customer_equipment_card,cust_eqp_card,OINS
OINV,table,SBODemoUS,N3,ar_invoice,ar_inv,OINV
OIPO,table,SBODemoUS,N3,internal_payment_order_number,int_pay_ord_num,OIPO
OpenInvQty,column,SBODemoUS,N2,open_quantity_inventory_uom,OpenInvQty,OIQty
OISR,table,SBODemoUS,N3,service_calls_table_ISR,svc_calls_tbl_ISR,OISR
OIST,table,SBODemoUS,N3,bill_of_exchange_instruction_table,boe_instr_table,OIST
OITB,table,SBODemoUS,N3,item_groups_table,Itm_Grps_Tbl,OITB
OITG,table,SBODemoUS,N3,item_properties_table,itm_props_tbl,OITG
OITL,table,SBODemoUS,N3,inventory_transactions_log,inv_trans_log,OITL
OITM,table,SBODemoUS,N3,items_table,Itms_Tbl,OITM
OITR,table,SBODemoUS,N3,internal_reconciliation_table,int_rec_table,OITR
OITT,table,SBODemoUS,N3,product_tree,Prdct_Tree,OITT
OITW,table,SBODemoUS,N3,items_warehouse,Itm_Wrhs,OITW
OIVK,table,SBODemoUS,N3,ivl_vs_oinm_keys,IVL_VS_OINM_Keys,OIVK
OIVL,table,SBODemoUS,N3,whse_journal_table,whse_jrnl_tbl,OIVL
OJDT,table,SBODemoUS,N3,journal_entry_table,jrnl_entry_tbl,OJDT
OJET,table,SBODemoUS,N3,journal_entry_document_types,journ_entr,OJET
OKATO,column,SBODemoUS,N3,okato_russian_region_code,Okt,OKATO
OKPS,table,SBODemoUS,N3,key_performance_indicator_set,Key_Perf_Ind_Set,OKPS
OKTMO,column,SBODemoUS,N3,oktmo_russian_municipal_code,OKTMO,OKTMO
ObligLimit,column,SBODemoUS,N2,commitment_restriction,ObligLimit,ObLm
OprLine,column,SBODemoUS,N2,opportunity_row_no,OprLine,OprL
OwnLine,column,SBODemoUS,N1,OwnLine,OwnLn,OL
OLCT,table,SBODemoUS,N3,location_table,loc_tbl,OLCT
OLGT,table,SBODemoUS,N3,length_units_table,Len_Units_Tbl,OLGT
OrdinLNum,column,SBODemoUS,N2,ordinal_number_btf_canceled,OrdinLNum,OLN
OLNK,table,SBODemoUS,N3,help_links,hlp_lnks,OLNK
OrdrMulti,column,SBODemoUS,N2,order_multiple,OrdrMulti,OM
OldMatNum,column,SBODemoUS,N2,previous_reconciliation_number,OldMatNum,OMN
OMRC,table,SBODemoUS,N3,manufacturers_table,mfrs_table,OMRC
OMSN,table,SBODemoUS,N3,material_requirements_planning_scenarios,mrp_scnrs,OMSN
ONCP,table,SBODemoUS,N3,new_cockpit_table,nct,ONCP
OpenNegInv,column,SBODemoUS,N2,open_negative_adjustment,OpenNegInv,ONI
OcrName,column,SBODemoUS,N2,factor_description,OcrName,ONm
OnlyNettbl,column,SBODemoUS,N2,only_nettable,OnlyNettbl,ONT
OriginNum,column,SBODemoUS,N2,production_order_origin_number,OriginNum,OrgNm
OurNum,column,SBODemoUS,N2,our_number,OurNum,ONum
OnOrder,column,SBODemoUS,N1,OnOrder,OnOrd,OO
OOAT,table,SBODemoUS,N3,blanket_agreement_table,blnk_agrmt_tbl,OOAT
OOCR,table,SBODemoUS,N3,distribution_rule_table,dist_rule_tbl,OOCR
OODW,table,SBODemoUS,N3,open_documents_widget,opn_docs_wdgt,OODW
OOIR,table,SBODemoUS,N3,interest_level_table,IntLvl_Table,OOIR
OOND,table,SBODemoUS,N3,industries_table,industries_tbl,OOND
OOPR,table,SBODemoUS,N3,opportunity_table,opp_tbl,OOPR
OORL,table,SBODemoUS,N3,relationships_table,rel_table,OORL
OOST,table,SBODemoUS,N3,opportunity_stage,Opprtnty_Stage,OOST
OwnObjTyp,column,SBODemoUS,N2,owning_document_object_type,OwnObjTyp,OOT
Operation,column,SBODemoUS,N1,Operation,Oprtn,Opn
OrderParty,column,SBODemoUS,N1,OrderParty,OrdPty,OrPy
OrigPrice,column,SBODemoUS,N2,original_price,OrigPrice,OrPr
OP_1,column,SBODemoUS,N3,operator_1,opr_1,OP_1
OP_10,column,SBODemoUS,N3,operator_10,opr_10,OP_10
OP_11,column,SBODemoUS,N3,operator_11,opr_11,OP_11
OP_12,column,SBODemoUS,N3,operator_12,opr_12,OP_12
OP_13,column,SBODemoUS,N3,operator_13,opr_13,OP_13
OP_14,column,SBODemoUS,N3,operator_14,opr_14,OP_14
OP_15,column,SBODemoUS,N3,operator_15,opr_15,OP_15
OP_16,column,SBODemoUS,N3,operator_16,opr_16,OP_16
OP_17,column,SBODemoUS,N3,operator_17,opr_17,OP_17
OP_18,column,SBODemoUS,N3,operator_18,opr_18,OP_18
OP_19,column,SBODemoUS,N3,operator_19,opr_19,OP_19
OP_2,column,SBODemoUS,N3,operator_2,opr_2,OP_2
OP_20,column,SBODemoUS,N3,operator_20,opr_20,OP_20
OP_21,column,SBODemoUS,N3,operator_21,opr_21,OP_21
OP_22,column,SBODemoUS,N3,operator_22,opr_22,OP_22
OP_23,column,SBODemoUS,N3,operator_23,opr_23,OP_23
OP_24,column,SBODemoUS,N3,operator_24,opr_24,OP_24
OP_3,column,SBODemoUS,N3,operator_3,opr_3,OP_3
OP_4,column,SBODemoUS,N3,operator_4,opr_4,OP_4
OP_5,column,SBODemoUS,N3,operator_5,opr_5,OP_5
OP_6,column,SBODemoUS,N3,operator_6,opr_6,OP_6
OP_7,column,SBODemoUS,N3,operator_7,opr_7,OP_7
OP_8,column,SBODemoUS,N3,operator_8,opr_8,OP_8
OP_9,column,SBODemoUS,N3,operator_9,opr_9,OP_9
OpenPA,column,SBODemoUS,N2,open_purchase_value,OpenPA,OPA
